iteration,loss
1.260000000000000000e+02,5.095159634947776794e-03
1.270000000000000000e+02,5.061449017375707626e-03
1.280000000000000000e+02,5.053290165960788727e-03
1.290000000000000000e+02,5.063969641923904419e-03
1.300000000000000000e+02,5.085262004286050797e-03
1.310000000000000000e+02,5.073288455605506897e-03
1.320000000000000000e+02,5.104096606373786926e-03
1.330000000000000000e+02,5.131433252245187759e-03
1.340000000000000000e+02,5.064506549388170242e-03
1.350000000000000000e+02,2.252827165648341179e-03
1.360000000000000000e+02,2.229420701041817665e-03
1.370000000000000000e+02,2.296103397384285927e-03
1.380000000000000000e+02,2.282695844769477844e-03
1.390000000000000000e+02,2.255015075206756592e-03
1.400000000000000000e+02,2.269422169774770737e-03
1.410000000000000000e+02,2.269802847877144814e-03
1.420000000000000000e+02,2.267096191644668579e-03
1.430000000000000000e+02,2.221261383965611458e-03
1.440000000000000000e+02,2.229719189926981926e-03
1.450000000000000000e+02,2.232939470559358597e-03
1.460000000000000000e+02,2.259894274175167084e-03
1.470000000000000000e+02,2.255626022815704346e-03
1.480000000000000000e+02,2.271337434649467468e-03
1.490000000000000000e+02,2.244433388113975525e-03
1.500000000000000000e+02,2.285157330334186554e-03
1.510000000000000000e+02,2.274837344884872437e-03
1.520000000000000000e+02,2.240611007437109947e-03
1.530000000000000000e+02,2.236332511529326439e-03
1.540000000000000000e+02,2.238315762951970100e-03
1.550000000000000000e+02,2.270579570904374123e-03
1.560000000000000000e+02,2.241022884845733643e-03
1.570000000000000000e+02,2.240592380985617638e-03
