lag_index,original_kernel,snapshot_step_0,snapshot_step_1,snapshot_step_3,snapshot_step_4,snapshot_step_6,snapshot_step_7,snapshot_step_9,snapshot_step_10,snapshot_step_12,snapshot_step_13,snapshot_step_15,snapshot_step_16,snapshot_step_18,snapshot_step_19,snapshot_step_21,snapshot_step_22,snapshot_step_24,snapshot_step_25,snapshot_step_27,snapshot_step_28,snapshot_step_30,snapshot_step_31,snapshot_step_33,snapshot_step_34,snapshot_step_36,snapshot_step_37,snapshot_step_39,snapshot_step_40,snapshot_step_42,snapshot_step_43,snapshot_step_45,snapshot_step_46,snapshot_step_48,snapshot_step_49,snapshot_step_51,snapshot_step_52,snapshot_step_54,snapshot_step_55,snapshot_step_57,snapshot_step_58,snapshot_step_60,snapshot_step_61,snapshot_step_63,snapshot_step_64,snapshot_step_66,snapshot_step_67,snapshot_step_69,snapshot_step_70,snapshot_step_72,snapshot_step_73,snapshot_step_75,snapshot_step_76,snapshot_step_78,snapshot_step_79,snapshot_step_81,snapshot_step_82,snapshot_step_84,snapshot_step_85,snapshot_step_87,snapshot_step_88,snapshot_step_90,snapshot_step_91,snapshot_step_93,snapshot_step_94,snapshot_step_96,snapshot_step_97,snapshot_step_99,snapshot_step_100,snapshot_step_102,snapshot_step_103,snapshot_step_105,snapshot_step_106,snapshot_step_108,snapshot_step_109,snapshot_step_111,snapshot_step_112,snapshot_step_114,snapshot_step_115,snapshot_step_117,snapshot_step_118,snapshot_step_120,snapshot_step_121,snapshot_step_123,snapshot_step_124,snapshot_step_126,snapshot_step_127,snapshot_step_129,snapshot_step_130,snapshot_step_132,snapshot_step_133,snapshot_step_135,snapshot_step_136,snapshot_step_138,snapshot_step_139,snapshot_step_141,snapshot_step_142,snapshot_step_144,snapshot_step_145,snapshot_step_147,snapshot_step_149
4.800000000000000000e+01,-2.549655784216908923e-03,1.290227911302519251e-05,2.995705033052679933e-05,9.291517968411031059e-05,1.507889334390203132e-04,3.706512017790162920e-04,5.636713430123381149e-04,1.221650398692840150e-03,1.738324510080858920e-03,3.198702995980658072e-03,4.109651875688253436e-03,6.000060478601866240e-03,6.783318206596638221e-03,7.465739594546541222e-03,7.199678697105830680e-03,5.495710539151418828e-03,4.317069019356459779e-03,2.241388686988961352e-03,1.558652187008967771e-03,8.494112561937422218e-04,7.074638191992823830e-04,5.218793132252576294e-04,4.873196059403273744e-04,4.973906278800521025e-04,5.375405731179263603e-04,6.956232037840419727e-04,8.217173578407180150e-04,1.194286359689362411e-03,1.449104403355647381e-03,2.089226983118070476e-03,2.452628646264978264e-03,3.159369862502743685e-03,3.452001313106141823e-03,3.822030927733050670e-03,3.885237839697029943e-03,3.784168864261677496e-03,3.641160194773136911e-03,3.245997585134225826e-03,3.027874065450503801e-03,2.625566620421435331e-03,2.462049790941910066e-03,2.235213801646231385e-03,2.173849102686917396e-03,2.149165030803617225e-03,2.180932483719052236e-03,2.316654614728171600e-03,2.412226139192587531e-03,2.632214095800358873e-03,2.744115093687799802e-03,2.939426161181817650e-03,3.011912847856714360e-03,3.089527664209744395e-03,3.093064229662901947e-03,3.038641766911796566e-03,2.988351882767283953e-03,2.865658733548453845e-03,2.802951277698963357e-03,2.694893448399392558e-03,2.655105249662868989e-03,2.611431552477903699e-03,2.607857539845311566e-03,2.633010711377839746e-03,2.658433549986765308e-03,2.724021988658543569e-03,2.759052168750215309e-03,2.821761091728655375e-03,2.845648003300095541e-03,2.872287216776753943e-03,2.874395429690193658e-03,2.858684378916775352e-03,2.843239220836833205e-03,2.804951760591597055e-03,2.785391075911907311e-03,2.752329232320667451e-03,2.740717758682623389e-03,2.729826374985992211e-03,2.730578080797113789e-03,2.742374645799033287e-03,2.751942431871834144e-03,2.774047652272129075e-03,2.784832396942810758e-03,2.802101587099413340e-03,2.807522059486331021e-03,2.810892643381741277e-03,2.809039523236263498e-03,2.800019991557373914e-03,2.793865823257129979e-03,2.781129417140539798e-03,2.775573697659153901e-03,2.767867158704197597e-03,2.766084146422877112e-03,2.766731621621088509e-03,2.768840888260788984e-03,2.775333928553158462e-03,2.779056547965750266e-03,2.785931291543643131e-03,2.788566917485814454e-03,2.791403600011357032e-03,2.791520531486207934e-03,2.789501000030168362e-03,2.785555709040586983e-03
4.900000000000000000e+01,-2.443044490523886385e-03,1.292559102459168302e-05,2.999581857836405505e-05,9.294154860863511336e-05,1.507110798328534229e-04,3.697402762408807768e-04,5.614870147150931301e-04,1.212661343949892516e-03,1.721561149486193747e-03,3.150222092913801484e-03,4.033375679339139264e-03,5.838335016050867285e-03,6.565663793923004823e-03,7.132316188376004555e-03,6.823087239110365437e-03,5.106768148322974807e-03,3.964959717469389994e-03,2.006901376773086859e-03,1.378499710885804910e-03,7.380367001199386601e-04,6.101574251546480927e-04,4.459522677289248609e-04,4.155925072533688674e-04,4.244387486225793642e-04,4.597450753774830201e-04,5.995259584236382541e-04,7.117869387977364404e-04,1.046670248406371406e-03,1.277983992693162594e-03,1.865596908026431354e-03,2.202784318331713152e-03,2.865152332255470249e-03,3.141838172962915354e-03,3.493654029730295166e-03,3.553916503354753991e-03,3.457298145553074076e-03,3.321047330204003178e-03,2.946422883483640603e-03,2.740766080886261613e-03,2.363556937734917658e-03,2.211034167835300521e-03,2.000222497151777929e-03,1.943340101363115382e-03,1.920420130514376806e-03,1.949783835034799191e-03,2.075521682118434529e-03,2.164271965045523691e-03,2.369166013887892813e-03,2.473702507742035848e-03,2.656647537752081841e-03,2.724697263716045412e-03,2.797639221628603259e-03,2.800950931950783439e-03,2.749740717045907109e-03,2.702475362402823652e-03,2.587341857955725508e-03,2.528594621765731243e-03,2.427513222338726056e-03,2.390341847818447212e-03,2.349567052995479854e-03,2.346227732766789729e-03,2.369690545828938288e-03,2.393420463123259196e-03,2.454693780564604251e-03,2.487448933636796089e-03,2.546135431938999043e-03,2.568506656864070863e-03,2.593464980138356513e-03,2.595439230623539963e-03,2.580712255289776928e-03,2.566240105563988988e-03,2.530382421178406244e-03,2.512072514642823325e-03,2.481138994216550153e-03,2.470279129137039308e-03,2.460094185610107488e-03,2.460796435654662856e-03,2.471825743927712812e-03,2.480773270421388760e-03,2.501451428816442880e-03,2.511542876846800752e-03,2.527705831817492373e-03,2.532780015314113359e-03,2.535935244338703796e-03,2.534200096689974945e-03,2.525756123333284652e-03,2.519995507634579038e-03,2.508075594363041658e-03,2.502876868551905110e-03,2.495666331695425583e-03,2.493998180058095045e-03,2.494603781492003673e-03,2.496577052672328996e-03,2.502651985469585109e-03,2.506135218527191615e-03,2.512568476357158326e-03,2.515035047622256933e-03,2.517689884789099230e-03,2.517799301195912647e-03,2.515909132210602910e-03,2.512216799715626895e-03
5.000000000000000000e+01,-2.340615871807606458e-03,1.294888577638240307e-05,3.003454225350898552e-05,9.296772805048427249e-05,1.506330197438118974e-04,3.688312012791778068e-04,5.593106484717649297e-04,1.203737708468621955e-03,1.704958603257833352e-03,3.102474972517282013e-03,3.958514155879742924e-03,5.680967862668821235e-03,6.354992596532306470e-03,6.813783691167746639e-03,6.466194449987344023e-03,4.745352846003049289e-03,3.641570090513415563e-03,1.796946098829376760e-03,1.219170193253871996e-03,6.412658829996781707e-04,5.262351007588080953e-04,3.810719099887520736e-04,3.544229234880491228e-04,3.621868866475505370e-04,3.932087617339215246e-04,5.167044158259903857e-04,6.165634938793964574e-04,9.173002294532005968e-04,1.127071205241675757e-03,1.665904789701803251e-03,1.978391876906647907e-03,2.598334784923241308e-03,2.859544164205001914e-03,3.193491182111327879e-03,3.250850193679298734e-03,3.158662958350097211e-03,3.029078137820395873e-03,2.674496959831499168e-03,2.480882999429382361e-03,2.127694428974646890e-03,1.985611331461422085e-03,1.789936889730047451e-03,1.737274347070985906e-03,1.716022235773888684e-03,1.743134449421504051e-03,1.859488215355093420e-03,1.941805903193623197e-03,2.132406213772912885e-03,2.229937930179521494e-03,2.401073625305073442e-03,2.464871375352571496e-03,2.533328312006445041e-03,2.536426091991145215e-03,2.488308004957850376e-03,2.443947676427194772e-03,2.336056351477689818e-03,2.281093191544934524e-03,2.186662565115458576e-03,2.151981084570237825e-03,2.113962129900665357e-03,2.110846377039804316e-03,2.132705103140542912e-03,2.154826718711371110e-03,2.211995275904565274e-03,2.242583350412966688e-03,2.297433328796644192e-03,2.318357298594993839e-03,2.341709760085510569e-03,2.343556192426939511e-03,2.329770359463668138e-03,2.316228124433296169e-03,2.282690777830095885e-03,2.265574362919492869e-03,2.236670267200028660e-03,2.226526679899120450e-03,2.217014854676712440e-03,2.217670083580770488e-03,2.227968653303109402e-03,2.236325221919195205e-03,2.255643130188246352e-03,2.265073446442278805e-03,2.280181102938560068e-03,2.284924852695853405e-03,2.287874602836375507e-03,2.286252080525919602e-03,2.278357413993565075e-03,2.272972313206499204e-03,2.261831267681859055e-03,2.256973001784412253e-03,2.250235417034836087e-03,2.248676779729993479e-03,2.249242480747914389e-03,2.251086105605442592e-03,2.256762394097508798e-03,2.260017351425856313e-03,2.266029554240810932e-03,2.268334874393272953e-03,2.270816250776712918e-03,2.270918501642627853e-03,2.269151744496835342e-03,2.265700708172939826e-03
5.100000000000000000e+01,-2.242175135381044813e-03,1.297216348110797474e-05,3.007322156261746371e-05,9.299371853513458547e-05,1.505547538197056674e-04,3.679239710277395874e-04,5.571422086631436753e-04,1.194878983420525481e-03,1.688515265256653689e-03,3.055450337631832568e-03,3.885040764244993873e-03,5.527840918277655315e-03,6.151079692163188145e-03,6.509475738275328702e-03,6.127968448373461753e-03,4.409514921945699266e-03,3.344556287616216265e-03,1.608955452073811999e-03,1.078256156545560028e-03,5.571835288903867218e-04,4.538555855175532491e-04,3.256307864150194062e-04,3.022566467309726907e-04,3.090653948909863075e-04,3.363018444785678077e-04,4.453242199212096956e-04,5.340790723927864476e-04,8.039204655255808261e-04,9.939791026853997662e-04,1.487587422972330405e-03,1.776857586604288757e-03,2.356364399840872766e-03,2.602613985603142652e-03,2.919116992854076977e-03,2.973628065569067398e-03,2.885823037106452060e-03,2.762777069204548890e-03,2.427666884863271396e-03,2.245642152703923675e-03,1.915368769307021707e-03,1.783170987650970494e-03,1.601758689913470972e-03,1.553059019999022917e-03,1.533379072152123764e-03,1.558386816624660618e-03,1.665940725202399303e-03,1.742207018460026433e-03,1.919306539202852687e-03,2.010194303996874418e-03,2.170086135929864910e-03,2.229822146055071477e-03,2.293988321876493184e-03,2.296883037849922846e-03,2.251730892482707927e-03,2.210151383021212446e-03,2.109175766519676750e-03,2.057817255315484012e-03,1.969708205711878223e-03,1.937389059232477511e-03,1.901982517667889002e-03,1.899079078665220520e-03,1.919419659711054348e-03,1.940017566322622738e-03,1.993292470112600998e-03,2.021822249303370424e-03,2.073023815870581824e-03,2.092570026277557581e-03,2.114392949050965080e-03,2.116117776329350456e-03,2.103229211131703129e-03,2.090572971871636730e-03,2.059244736808106720e-03,2.043263746508555082e-03,2.016289056451730979e-03,2.006826078856108024e-03,1.997953745472130001e-03,1.998564389378231030e-03,2.008169003721816011e-03,2.015964165450494314e-03,2.033989299461707971e-03,2.042791014722940279e-03,2.056894949459326348e-03,2.061324333589729853e-03,2.064078608992229481e-03,2.062563282448446472e-03,2.055191297293497161e-03,2.050163431389711959e-03,2.039763155719831987e-03,2.035228621411747617e-03,2.028940679646241974e-03,2.027486151345677095e-03,2.028013942063293211e-03,2.029734335718695517e-03,2.035031654839883353e-03,2.038069573230748017e-03,2.043681393249461090e-03,2.045833361196815452e-03,2.048149765143283778e-03,2.048245203677735021e-03,2.046595831249157192e-03,2.043374283404428542e-03
5.200000000000000000e+01,-2.147543476748355225e-03,1.299542425117154038e-05,3.011185671153221097e-05,9.301952058399839268e-05,1.504762827017709290e-04,3.670185796434044436e-04,5.549816598756991855e-04,1.186084664430241522e-03,1.672229546650786606e-03,3.009137070985865893e-03,3.812929472856271557e-03,5.378839318415880311e-03,5.953707459587646508e-03,6.218755902957875427e-03,5.807431560606263719e-03,4.097442969767270578e-03,3.071765955321205995e-03,1.440630900020993749e-03,9.536286108374819256e-04,4.841256470246419440e-04,3.914310109976340372e-04,2.782554225639298495e-04,2.577683372119005632e-04,2.637349557246750249e-04,2.876305234923671669e-04,3.838045619741718012e-04,4.626291540215476776e-04,7.045541412323379216e-04,8.766028322148920315e-04,1.328356231386486515e-03,1.595852213845488010e-03,2.136926397849601717e-03,2.368767753836707821e-03,2.668314773872984547e-03,2.720045186173173160e-03,2.636549224633653443e-03,2.519886534136321805e-03,2.203615652842283185e-03,2.032706071697040675e-03,1.724230414713813844e-03,1.601369256937959463e-03,1.433363043964145473e-03,1.388376506300471359e-03,1.370174541395883898e-03,1.393218997626797899e-03,1.492538030487404336e-03,1.563124066658971682e-03,1.727501770195514130e-03,1.812103747927005072e-03,1.961318971924679282e-03,2.017186026127696166e-03,2.077259212808709159e-03,2.079961586210161972e-03,2.037645358646488197e-03,1.998719741899553006e-03,1.904329043188853062e-03,1.856394784070478175e-03,1.774278436076975538e-03,1.744194815136149894e-03,1.711258398227223556e-03,1.708556028791613371e-03,1.727463277621401174e-03,1.746621203007568505e-03,1.796212084710301429e-03,1.822791971255249876e-03,1.870533217724536061e-03,1.888771370072280355e-03,1.909141410713723931e-03,1.910750843565967418e-03,1.898715318109054110e-03,1.886900899342906085e-03,1.857670154375507237e-03,1.842766444435105710e-03,1.817621196989632022e-03,1.808803233752715421e-03,1.800536846179876969e-03,1.801105318680945675e-03,1.810052617544771975e-03,1.817315838661618570e-03,1.834115560658244534e-03,1.842321189579046968e-03,1.855473004287404477e-03,1.859604110228184164e-03,1.862172923580909930e-03,1.860759348121544202e-03,1.853883369756104387e-03,1.849194437059072278e-03,1.839496815443827623e-03,1.835269287543365687e-03,1.829407694164886071e-03,1.828051873850642696e-03,1.828543738760736795e-03,1.830147307933296550e-03,1.835085314696358137e-03,1.837917425113328980e-03,1.843149531751370673e-03,1.845156047925404887e-03,1.847315970551105394e-03,1.847404949562779508e-03,1.845866930469212356e-03,1.842863058809997593e-03
5.300000000000000000e+01,-2.056556067799855756e-03,1.301866788809818293e-05,3.015044738976374594e-05,9.304513437333921180e-05,1.504059733172112730e-04,3.661150333708620367e-04,5.528289956211952967e-04,1.177354367799016534e-03,1.656100090267882338e-03,2.963524837234173415e-03,3.742155686689827877e-03,5.233853255855284124e-03,5.762667851018028579e-03,5.941019971646231863e-03,5.503661413220817776e-03,3.807457789907385797e-03,2.821225774498543545e-03,1.289916493113811178e-03,8.434061996804012237e-04,4.206473345659386600e-04,3.375926792660835420e-04,2.377727498856080628e-04,2.198282740388560978e-04,2.250532448196873245e-04,2.460033146743270237e-04,3.307837745695520193e-04,4.007381360971876486e-04,6.174700176006136295e-04,7.730875643884352853e-04,1.186169611127457172e-03,1.433286084759276399e-03,1.937924349461970152e-03,2.155933407172331943e-03,2.439061484422656682e-03,2.488087885761434189e-03,2.408808091120356182e-03,2.298350510722942889e-03,2.000242940686269063e-03,1.839961629974964973e-03,1.552166702597986307e-03,1.438103523078189091e-03,1.282671635683235419e-03,1.241157019895132961e-03,1.224341112824314879e-03,1.245557227332329394e-03,1.337184822598681821e-03,1.402449749519724771e-03,1.554865477787558325e-03,1.633534224469456982e-03,1.772636303887442297e-03,1.824827549002226061e-03,1.881006663733364665e-03,1.883527203923744935e-03,1.843914857661690465e-03,1.807515103314292441e-03,1.719377996271509749e-03,1.674688475657159191e-03,1.598239334439737619e-03,1.570266266775635286e-03,1.539660000559127601e-03,1.537147574489955600e-03,1.554704556538707115e-03,1.572504710628173886e-03,1.618617983926403823e-03,1.643355040403629000e-03,1.687822279486933660e-03,1.704821595719802291e-03,1.723814975950468172e-03,1.725315165945332180e-03,1.714088570889217089e-03,1.703071996494519291e-03,1.675827836846893607e-03,1.661943745297982979e-03,1.638528966732922003e-03,1.630320819677742988e-03,1.622627216786023778e-03,1.623155890121792721e-03,1.631482048039856669e-03,1.638242446134407669e-03,1.653883388930199767e-03,1.661525126887125441e-03,1.673775959579102334e-03,1.677624740030793545e-03,1.680018017429598266e-03,1.678700786920732987e-03,1.672294350250744374e-03,1.667926202991197766e-03,1.658893463182480694e-03,1.654956376588569101e-03,1.649498068597275973e-03,1.648235609778590533e-03,1.648693510048331165e-03,1.650186594113476398e-03,1.654784745504661982e-03,1.657422168357547930e-03,1.662295034284452062e-03,1.664163926120454167e-03,1.666175781065227244e-03,1.666258649724727467e-03,1.664826005742093976e-03,1.662028105214749529e-03
5.400000000000000000e+01,-1.969060313078177873e-03,1.304189450435913264e-05,3.018899380330744564e-05,9.307056042402142744e-05,1.503404652994080534e-04,3.652133263392805512e-04,5.506841805797352621e-04,1.168687595390284452e-03,1.640125335111205585e-03,2.918602842481032595e-03,3.672694310929366240e-03,5.092773915379286351e-03,5.577756894423697986e-03,5.675686910236082787e-03,5.215779700338912979e-03,3.537994993965982472e-03,2.591119872373352177e-03,1.154969235233709946e-03,7.459234476883845263e-04,3.654922314579320611e-04,2.911593698134526832e-04,2.031797800705556229e-04,1.874724659675002045e-04,1.920449205046711235e-04,2.104005681834815109e-04,2.850875333802198233e-04,3.471269330993539785e-04,5.411495940810225405e-04,6.817960245882842378e-04,1.059202475707475988e-03,1.287280099089095024e-03,1.757454257715879110e-03,1.962222071835717507e-03,2.229504686417116497e-03,2.275910966924202077e-03,2.200738661070295553e-03,2.096290626425633807e-03,1.815639406894563150e-03,1.665493358494624489e-03,1.397273368068362772e-03,1.291483232725013260e-03,1.147822512089950037e-03,1.109548164015021531e-03,1.094029246001489413e-03,1.113545439709551178e-03,1.198001688799854580e-03,1.258291107734812531e-03,1.399481299229261323e-03,1.472561274488232543e-03,1.602105115889805934e-03,1.650812177861509140e-03,1.703295235747538531e-03,1.705644182136816563e-03,1.668603250453004746e-03,1.634601620555903821e-03,1.552389497834131714e-03,1.510767668246864627e-03,1.439666217455352589e-03,1.413681482661623958e-03,1.385268696581976175e-03,1.382935297558132281e-03,1.399222813149384945e-03,1.415745339525873066e-03,1.458582729874981785e-03,1.481581865169312104e-03,1.522958130135537800e-03,1.538786767847862653e-03,1.556478617255945820e-03,1.557875608489997770e-03,1.547414357542297413e-03,1.537152240182733257e-03,1.511785426954095424e-03,1.498864250751253020e-03,1.477082750110551585e-03,1.469449893568709102e-03,1.462296557312456032e-03,1.462787746482500711e-03,1.470528199648298787e-03,1.476814319678109192e-03,1.491361863530136361e-03,1.498471328763887776e-03,1.509871437555319971e-03,1.513453579186642981e-03,1.515681079049654902e-03,1.514454871670238090e-03,1.508491941555421345e-03,1.504426735425803702e-03,1.496021756425874568e-03,1.492358839619594606e-03,1.487281170174025715e-03,1.486106823569350362e-03,1.486532682006569970e-03,1.487921502903646800e-03,1.492198901065802403e-03,1.494652557140803938e-03,1.499186293261928421e-03,1.500925251769487162e-03,1.502797306880895856e-03,1.502874407966286584e-03,1.501541262916952215e-03,1.498937830913351895e-03
5.500000000000000000e+01,-1.884914347327861688e-03,1.306510421211662214e-05,3.022749615734770384e-05,9.309579925287315635e-05,1.502747390475945438e-04,3.643134527010094981e-04,5.485471796356662915e-04,1.160083853428538680e-03,1.624303737008340543e-03,2.874360464720122910e-03,3.604520732512155479e-03,4.955495463191536207e-03,5.398777238910445683e-03,5.422201789205568709e-03,4.942954256478426442e-03,3.287601165022775197e-03,2.379780737378484837e-03,1.034139133955567884e-03,6.597075356751804735e-04,3.175688130410193356e-04,2.511124205681800579e-04,1.736195188966822064e-04,1.598788765233474102e-04,1.638777626073700377e-04,1.799502761584011699e-04,2.457038311478227689e-04,3.006876785189148849e-04,4.742621920777005673e-04,6.012844297588208677e-04,9.458252838166747705e-04,1.156146782427762594e-03,1.593789667183147674e-03,1.785914828607624129e-03,2.037951343818534058e-03,2.081826832620148771e-03,2.010640953275885049e-03,1.911993889450475364e-03,1.648072158270149148e-03,1.507567643985064732e-03,1.257836389636082320e-03,1.159810788755570024e-03,1.027149666699472309e-03,9.918941586669091474e-04,9.775864476179885881e-04,9.955244802279836994e-04,1.073305039050972184e-03,1.128949965661445306e-03,1.259624596521838205e-03,1.327450299386323876e-03,1.447978578194661792e-03,1.493390081746093657e-03,1.542372575127361721e-03,1.544559854428813328e-03,1.509958707437409264e-03,1.478228865021838498e-03,1.401618391886005508e-03,1.362890897312226107e-03,1.296825581197936714e-03,1.272710399480262268e-03,1.246358465084954634e-03,1.244193456474031092e-03,1.259289661384595986e-03,1.274612230517238815e-03,1.314369671994378456e-03,1.335733024412768871e-03,1.374196921075898333e-03,1.388921522733977624e-03,1.405385370666475692e-03,1.406685062685330201e-03,1.396946407169987869e-03,1.387396250214768985e-03,1.363799942490758572e-03,1.351786303309850980e-03,1.331543278564613787e-03,1.324452068903479111e-03,1.317807320580251631e-03,1.318263271501755396e-03,1.325452511028917067e-03,1.331292155234938381e-03,1.344810029272561257e-03,1.351418065822737732e-03,1.362016510104612377e-03,1.365347332790972125e-03,1.367418583669777676e-03,1.366278197146426204e-03,1.360733337805970300e-03,1.356953646707283363e-03,1.349140194452858738e-03,1.345735571589970047e-03,1.341016450989757905e-03,1.339925097115129363e-03,1.340320786743884112e-03,1.341611410774259591e-03,1.345586684818953025e-03,1.347867227215200419e-03,1.352081456452862689e-03,1.353697987658998266e-03,1.355438312678749254e-03,1.355509980472343256e-03,1.354270597693928505e-03,1.351850406962052309e-03
5.600000000000000000e+01,-1.803985746704357337e-03,1.308829681334047410e-05,3.026595414251133376e-05,9.312085103910000723e-05,1.502087960881003711e-04,3.634154186227781143e-04,5.464179862839880705e-04,1.151542766203753195e-03,1.608633976853938172e-03,2.830787828950955161e-03,3.537611696570159159e-03,4.821916725106614385e-03,5.225540215345629222e-03,5.180037767403199329e-03,4.684399986329059774e-03,3.054928965423933229e-03,2.185679563373311811e-03,9.259503371215590042e-04,5.834569558463504127e-04,2.759292695973939499e-04,2.165737737193521115e-04,1.483600177614929558e-04,1.363468012120616201e-04,1.398419581000512595e-04,1.539070065844794916e-04,2.117609514457243630e-04,2.604612929464041396e-04,4.156424412590823628e-04,5.302804958943825760e-04,8.445843471668814002e-04,1.038372216137984977e-03,1.445366976886397524e-03,1.625449445948488154e-03,1.862856322769537200e-03,1.904294274004397899e-03,1.836964250986467461e-03,1.743900252489712565e-03,1.495970359476675535e-03,1.364617260134862696e-03,1.132314554191980868e-03,1.041563333738399020e-03,9.191637639760202177e-04,8.867162806264911870e-04,8.735375731475678940e-04,8.900125288382080635e-04,9.615880955960561189e-04,1.012904336939780131e-03,1.133744850404235643e-03,1.196639469083644967e-03,1.308679862752496923e-03,1.350980289277034941e-03,1.396653926163041745e-03,1.398689122113202848e-03,1.366397967271797045e-03,1.336815842721533277e-03,1.265490924148018502e-03,1.229489027401050889e-03,1.168157722438325921e-03,1.145797256256350823e-03,1.121378119945285173e-03,1.119371196434925048e-03,1.133351335723431583e-03,1.147548854678453198e-03,1.184415689750410077e-03,1.204242172861224583e-03,1.239967023993918203e-03,1.253652377787246646e-03,1.268959769480031835e-03,1.270167889604736011e-03,1.261110158080590684e-03,1.252230584413049647e-03,1.230300890736369572e-03,1.219141008719844699e-03,1.200344497604141809e-03,1.193762328255196367e-03,1.187595473503422075e-03,1.188018354498655144e-03,1.194689774453327720e-03,1.200109876853273352e-03,1.212659863702303300e-03,1.218796394764250657e-03,1.228640797180272342e-03,1.231735178606786990e-03,1.233659432689377614e-03,1.232599810776056556e-03,1.227448312769932257e-03,1.223937214651315197e-03,1.216680117927053254e-03,1.213518384874884152e-03,1.209136385407245809e-03,1.208123058795196976e-03,1.208490394420315634e-03,1.209688703898987704e-03,1.213379922087050485e-03,1.215497685575894944e-03,1.219411448836473085e-03,1.220912837573649105e-03,1.222529265103310808e-03,1.222595823829310908e-03,1.221444634161243182e-03,1.219196787212728896e-03
5.700000000000000000e+01,-1.726150426778704471e-03,1.311147242026122588e-05,3.030436796413560167e-05,9.314571629898214106e-05,1.501426370666340653e-04,3.625192182298260860e-04,5.442965655028898439e-04,1.143063846051943283e-03,1.593114537536414761e-03,2.787874622168917162e-03,3.471943475816842862e-03,4.691937441162398470e-03,5.057860850969477136e-03,4.948688215299770765e-03,4.439369304008226012e-03,2.838723179032985079e-03,2.007409524559297404e-03,8.290798605080265237e-04,5.160195456351244787e-04,2.397494696435857782e-04,1.867856436560864052e-04,1.267754516080690612e-04,1.162783287963625733e-04,1.193314531468400112e-04,1.316328328351155583e-04,1.825071119235957637e-04,2.256164250459017848e-04,3.642681748332473289e-04,4.676611667939903697e-04,7.541801452415011374e-04,9.325950375427768686e-04,1.310766110185321255e-03,1.479401807404187108e-03,1.702804790748525723e-03,1.741901026908775464e-03,1.678289353551174791e-03,1.590584463668475281e-03,1.357906011094559169e-03,1.235221576121572212e-03,1.019318677714304341e-03,9.353716009988833095e-04,8.225305161299695201e-04,7.926911171274950846e-04,7.805630104157371347e-04,7.956833239188648666e-04,8.614993360587944529e-04,9.087870409315868805e-04,1.020444715131787463e-03,1.078719016041973424e-03,1.182781873934711210e-03,1.222150585853854768e-03,1.264702205677582314e-03,1.266594533344841825e-03,1.236486278018520063e-03,1.208930812519611259e-03,1.142584267722706725e-03,1.109144631875000732e-03,1.052255872677508803e-03,1.031539639669409609e-03,1.008930258183742294e-03,1.007071488303122988e-03,1.020007681267010111e-03,1.033152057098452991e-03,1.067310378021956970e-03,1.085695303560638668e-03,1.118848433285586858e-03,1.131557187848780850e-03,1.145777360627672639e-03,1.146899440660248794e-03,1.138482241563668063e-03,1.130233186633939225e-03,1.109869628711153107e-03,1.099511551766035704e-03,1.082072808030868673e-03,1.075968238454019397e-03,1.070249687715859850e-03,1.070641582505128548e-03,1.076827353843060791e-03,1.081853875909033046e-03,1.093495565557485276e-03,1.099189470988206317e-03,1.108325818221442272e-03,1.111198130685701500e-03,1.112984324821518880e-03,1.112000579528783827e-03,1.107218566240673364e-03,1.103959715002536405e-03,1.097225012598685616e-03,1.094291300461933602e-03,1.090225743917647757e-03,1.089285653322127467e-03,1.089626384504934625e-03,1.090738054121377469e-03,1.094162650577524447e-03,1.096127609308741608e-03,1.099759286893588379e-03,1.101152566512781988e-03,1.102652659358214268e-03,1.102714421877333496e-03,1.101646047082842578e-03,1.099560021704778460e-03
