lag_index,E_0.0000,E_0.0100,E_0.0200,E_0.0300,E_0.0400,E_0.0500,E_0.0600,E_0.0700,E_0.0800,E_0.0900,E_0.1000
9.600000000000000000e+01,0.000000000000000000e+00,7.905140301037172357e-13,2.987556274418323721e-12,6.329376692898458501e-12,1.055422540812908649e-11,1.540035254269517262e-11,2.060600805655135592e-11,2.590944207228260132e-11,3.104890460405365649e-11,3.576264582865959496e-11,3.978891570605505579e-11
9.700000000000000000e+01,0.000000000000000000e+00,6.214381223154652467e-13,2.348650787742379009e-12,4.975985281371192448e-12,8.297789050922682597e-12,1.210840948990751786e-11,1.620219388341614941e-11,2.037348962495924565e-11,2.441664416225758361e-11,2.812600483461172307e-11,3.129591898132222383e-11
9.800000000000000000e+01,0.000000000000000000e+00,4.885231216951446687e-13,1.846374154913441035e-12,3.911975561196601170e-12,6.523749747876228522e-12,9.520119176494035163e-12,1.273950636280184179e-11,1.602033368702619753e-11,1.920102361070881447e-11,2.211999864960151330e-11,2.461568118393084315e-11
9.900000000000000000e+01,0.000000000000000000e+00,3.840370946597837509e-13,1.451515801000405337e-12,3.075487293221351726e-12,5.129002772627164197e-12,7.485113386312275408e-12,1.001687033558122664e-11,1.259732474042339623e-11,1.509952782924837977e-11,1.739653072204555562e-11,1.936138464722451935e-11
1.000000000000000000e+02,0.000000000000000000e+00,3.018985885935854263e-13,1.141099909875153973e-12,2.417862378411086977e-12,4.032444381662711463e-12,5.885104307091354459e-12,7.876100515053288675e-12,9.905691447219949763e-12,1.187413546394761044e-11,1.368169095269759772e-11,1.522861630093123864e-11
1.010000000000000000e+02,0.000000000000000000e+00,2.373279253242016607e-13,8.970681185729856288e-13,1.900855259870729008e-12,3.170323975131700278e-12,4.627108944480276542e-12,6.192844793830726280e-12,7.789166203307426595e-12,9.337707798824645966e-12,1.076010426050676150e-11,1.197799024137309598e-11
1.020000000000000000e+02,0.000000000000000000e+00,1.865676938026666898e-13,7.052239109524294225e-13,1.494398246641714945e-12,2.492520377378112939e-12,3.638019871248995840e-12,4.869326431867007643e-12,6.124869654424575094e-12,7.343079161219179252e-12,8.462384601653355487e-12,9.421215625129639171e-12
1.030000000000000000e+02,0.000000000000000000e+00,1.466638496847721962e-13,5.544055340679643340e-13,1.174850364563106986e-12,1.959623625478676412e-12,2.860350546913040248e-12,3.828656467384783380e-12,4.816166616992273442e-12,5.774506307149041007e-12,6.655300767953453711e-12,7.410175337924096439e-12
1.040000000000000000e+02,0.000000000000000000e+00,1.152949805939551542e-13,4.358417923441826325e-13,9.236331859931168342e-13,1.540661939388246471e-12,2.248920857482114566e-12,3.010402663912101207e-12,3.787100163630749416e-12,4.541006134485547907e-12,5.234113354323985390e-12,5.828414573888496264e-12
1.050000000000000000e+02,0.000000000000000000e+00,9.063537138691291073e-14,3.426336634120702440e-13,7.261332648448443061e-13,1.211272510244498779e-12,1.768189707065243033e-12,2.367023271181503685e-12,2.977911510047490107e-12,3.570992758222465979e-12,4.116405377370749297e-12,4.584287729156658053e-12
1.060000000000000000e+02,0.000000000000000000e+00,7.124997206814365214e-14,2.693587269463754152e-13,5.708644006726520947e-13,9.523052377051477446e-13,1.390219374081819170e-12,1.861145027155786114e-12,2.341620387175114004e-12,2.808183617282813960e-12,3.237372934832005722e-12,3.605726530070754721e-12
1.070000000000000000e+02,0.000000000000000000e+00,5.601080580244777174e-14,2.117541439503739520e-13,4.487964633172886186e-13,7.487042398817561617e-13,1.093043868307178035e-12,1.463381797467064316e-12,1.841284503339979395e-12,2.208318380589324725e-12,2.546049878088610385e-12,2.836045444711346453e-12
1.080000000000000000e+02,0.000000000000000000e+00,4.403099521273212691e-14,1.664687268240760964e-13,3.528301782684817312e-13,5.886324956107247264e-13,8.593926351802005925e-13,1.150627743041685025e-12,1.447854802629627846e-12,1.736590905798696127e-12,2.002353090193448315e-12,2.230658447668551481e-12
1.090000000000000000e+02,0.000000000000000000e+00,3.461339830208853829e-14,1.308676474479075758e-13,2.773836932715156856e-13,4.627826171322430016e-13,6.756853919692024091e-13,9.047130178265611056e-13,1.138486548958594913e-12,1.365626958304416716e-12,1.574755300118302337e-12,1.754492520234310349e-12
1.100000000000000000e+02,0.000000000000000000e+00,2.721014060770576837e-14,1.028804049330728221e-13,2.180704889668400037e-13,3.638401158048004680e-13,5.312490085427473696e-13,7.113568631714195512e-13,8.952234298916644795e-13,1.073908377589166685e-12,1.238471456464773635e-12,1.379972362509224171e-12
1.110000000000000000e+02,0.000000000000000000e+00,2.139033308118376553e-14,8.087847340638998350e-14,1.714402274657911285e-13,2.860513204343967386e-13,4.176875588023792885e-13,5.593246677447483162e-13,7.039384266466219842e-13,8.445046148931184549e-13,9.739989847643015786e-13,1.085397315645289518e-12
1.120000000000000000e+02,0.000000000000000000e+00,1.681527096383805819e-14,6.358184378302267348e-14,1.347809125591681312e-13,2.248936171837800924e-13,3.284011788635271545e-13,4.397847374899149786e-13,5.535254871645578501e-13,6.641045948840157420e-13,7.660032276448486277e-13,8.537025524436164803e-13
1.130000000000000000e+02,0.000000000000000000e+00,1.321872841221483075e-14,4.998424092163278321e-14,1.059604606747782674e-13,1.768113379232300053e-13,2.582008500236210313e-13,3.457929201224757554e-13,4.352514984713728996e-13,5.222405624269454982e-13,6.024240080306636491e-13,6.714658397442146986e-13
1.140000000000000000e+02,0.000000000000000000e+00,1.039145440702438083e-14,3.929460381212057651e-14,8.330272235901325928e-14,1.390090028762641650e-13,2.030067195075979658e-13,2.718890921866307098e-13,3.422493679520327570e-13,4.106807667374201554e-13,4.737765355814632651e-13,5.281298944177781340e-13
1.150000000000000000e+02,0.000000000000000000e+00,8.168839953429096745e-15,3.089097987823974378e-14,6.548974145099972777e-14,1.092885547684940839e-13,1.596107144022362867e-13,2.137796233439570592e-13,2.691186574803328124e-13,3.229511655929856451e-13,3.726005235685919681e-13,4.153901072938281924e-13
1.160000000000000000e+02,0.000000000000000000e+00,6.421648152468706350e-15,2.428461078063381962e-14,5.148591514063383112e-14,8.592253427849860792e-14,1.254915225554209535e-13,1.680898530174307348e-13,2.116145800257207554e-13,2.539627037313751945e-13,2.930312242854782312e-13,3.267171689441683569e-13
1.170000000000000000e+02,0.000000000000000000e+00,5.048153735309757195e-15,1.909109263904806841e-14,4.047651970540133703e-14,6.755216503361027858e-14,9.866575872291560856e-14,1.321650037675037304e-13,1.663976031615610474e-13,1.997113141093825872e-13,2.304538396051547533e-13,2.569728555380096369e-13
1.180000000000000000e+02,0.000000000000000000e+00,3.968423896785755467e-15,1.500823120295646795e-14,3.182127955234093086e-14,5.310939947371362546e-14,7.757439439079472088e-14,1.039180948323586984e-13,1.308423313271800392e-13,1.570489615090875368e-13,1.812397888018013603e-13,2.021166437340959909e-13
1.190000000000000000e+02,0.000000000000000000e+00,3.119629121001166183e-15,1.179855909153038063e-14,2.501682671782190504e-14,4.175449591116431325e-14,6.099160347779186697e-14,8.170818622393882791e-14,1.028843351659480820e-13,1.235000600049995789e-13,1.425353975473275803e-13,1.589704388092749721e-13
1.200000000000000000e+02,0.000000000000000000e+00,2.452383998999274617e-15,9.275268270450554020e-15,1.966734609372411402e-14,3.282720232797298188e-14,4.795353025256743340e-14,6.424494183171480799e-14,8.090007613467675718e-14,9.711759933576924464e-14,1.120961233991996098e-13,1.250343144992838162e-13
1.210000000000000000e+02,0.000000000000000000e+00,1.927846987950787572e-15,7.291639080725387245e-15,1.546178007676146660e-14,2.580867377449669320e-14,3.770264265720579822e-14,5.051411762838076136e-14,6.361350248645925021e-14,7.637114681977030806e-14,8.815745442675160248e-14,9.834280200078648893e-14
1.220000000000000000e+02,0.000000000000000000e+00,1.515497796700238098e-15,5.732231096039486218e-15,1.215553265682123296e-14,2.029068102774034266e-14,2.964303607265461604e-14,3.971793055036754172e-14,5.002064300957398402e-14,6.005653331413174367e-14,6.933093422284430929e-14,7.734912428440654519e-14
1.230000000000000000e+02,0.000000000000000000e+00,1.191348452181384410e-15,4.506323699610126354e-15,9.556266368504484632e-15,1.595246287497409376e-14,2.330630805534583683e-14,3.122914253583797262e-14,3.933227983761444779e-14,4.722708769194783329e-14,5.452485251494776364e-14,6.083699624799543404e-14
1.240000000000000000e+02,0.000000000000000000e+00,9.365338365929787301e-16,3.542603493542073601e-15,7.512789218858118012e-15,1.254177968076919392e-14,1.832418223234044685e-14,2.455463133169133449e-14,3.092776143694131452e-14,3.713823411126415674e-14,4.288068381277931884e-14,4.784971789455194635e-14
1.250000000000000000e+02,0.000000000000000000e+00,7.362274852262817859e-16,2.784963015409203102e-15,5.906299754832033955e-15,9.860276657669420075e-15,1.440704109831325574e-14,1.930663203093818669e-14,2.431911551477317079e-14,2.920461181915579019e-14,3.372318700331500274e-14,3.763490712647976633e-14
1.260000000000000000e+02,0.000000000000000000e+00,5.787471196727622669e-16,2.189356551954291241e-15,4.643312644103669840e-15,7.752099743379980978e-15,1.132722930209661971e-14,1.518021277256698109e-14,1.912256160710446018e-14,2.296573304791382775e-14,2.652123854730847885e-14,2.960061666265612068e-14
1.270000000000000000e+02,0.000000000000000000e+00,4.549583366292297981e-16,1.721143843766426151e-15,3.650400294541444879e-15,6.094652777247078212e-15,8.905826380176118384e-15,1.193576487645842121e-14,1.503642045944109107e-14,1.805966400730829591e-14,2.085739350329851582e-14,2.328150693065023091e-14
1.280000000000000000e+02,0.000000000000000000e+00,3.576511916486557752e-16,1.353057206207597396e-15,2.869801835406193824e-15,4.791604396245374708e-15,7.002021575400196873e-15,9.384745584817277830e-15,1.182341442633461082e-14,1.420163899673587693e-14,1.640308440291338155e-14,1.831136154165080576e-14
1.290000000000000000e+02,0.000000000000000000e+00,2.811607283798034373e-16,1.063683646371216263e-15,2.256143405779398314e-15,3.767114658409509431e-15,5.505199161121021589e-15,7.378944460664782490e-15,9.296952313900264109e-15,1.116779737263262628e-14,1.290002718361271672e-14,1.440224350370000739e-14
1.300000000000000000e+02,0.000000000000000000e+00,2.210146128611700789e-16,8.361909255294452947e-16,1.773700544077660979e-15,2.961687969524340325e-15,4.328351912996630801e-15,5.801863980567367740e-15,7.310368673255074334e-15,8.782037597132585915e-15,1.014506946332704995e-14,1.132763587791130178e-14
1.310000000000000000e+02,0.000000000000000000e+00,1.737433981408020855e-16,6.573517771779613383e-16,1.394419519087919390e-15,2.328459690684181460e-15,3.403066673943189180e-15,4.561807745787072044e-15,5.748250183137959546e-15,6.905934157863669043e-15,7.978454051940642167e-15,8.909350037236696274e-15
1.320000000000000000e+02,0.000000000000000000e+00,1.365823686788614211e-16,5.167849655152156885e-16,1.096236816600093533e-15,1.830621158133149962e-15,2.675594121259727842e-15,3.586811837125170044e-15,4.519930436874819435e-15,5.430633156708331022e-15,6.274549022716735536e-15,7.007361271099687983e-15
1.330000000000000000e+02,0.000000000000000000e+00,1.073631201303770766e-16,4.062505540303185114e-16,8.618052018544153370e-16,1.439224173865882861e-15,2.103623265164999978e-15,2.820199586014981996e-15,3.554096036570419948e-15,4.270482622040217002e-15,4.934529347633276330e-15,5.511406218558501102e-15
1.340000000000000000e+02,0.000000000000000000e+00,8.440513912799652019e-17,3.193788549599174686e-16,6.775179375861917208e-16,1.131500492260184565e-15,1.653923309072324876e-15,2.217437388221665806e-15,2.794639519798636229e-15,3.358180704002289296e-15,3.880684835977366021e-15,4.334802915922919553e-15
1.350000000000000000e+02,0.000000000000000000e+00,6.635317295611287136e-17,2.510741180933306893e-16,5.326414222878161908e-16,8.895878825243563881e-16,1.300364980624801881e-15,1.743505513573939680e-15,2.197460963193620387e-15,2.640764126468631012e-15,3.051920695329446431e-15,3.409382151597917243e-15
1.360000000000000000e+02,0.000000000000000000e+00,5.215012449655276328e-17,1.973790055009860822e-16,4.187459840682139500e-16,6.993917164160867728e-16,1.022375543599518544e-15,1.370865226890671806e-15,1.727893002290148416e-15,2.076626631070110918e-15,2.400125454285473303e-15,2.681530128154085979e-15
1.370000000000000000e+02,0.000000000000000000e+00,4.100994717426420522e-17,1.551493308826756845e-16,3.291908846209112838e-16,5.498531317760235737e-16,8.038274906807529874e-16,1.077859589776464233e-15,1.358667952450209881e-15,1.632998207143354641e-15,1.887541772188638944e-15,2.109044276027427500e-15
1.380000000000000000e+02,0.000000000000000000e+00,3.222790957713161930e-17,1.219727444046192488e-16,2.587990585722899084e-16,4.322714061699706178e-16,6.319814463418005346e-16,8.474937331776066785e-16,1.068345715712903932e-15,1.284129053091831452e-15,1.484408299404216258e-15,1.658775113794197509e-15
1.390000000000000000e+02,0.000000000000000000e+00,2.534322578184866614e-17,9.589768215634286719e-17,2.034505376669049070e-16,3.398702760198935025e-16,4.968898556501066821e-16,6.663506552095910251e-16,8.400398432417688355e-16,1.009798798398686692e-15,1.167387584169454762e-15,1.304647579206119623e-15
1.400000000000000000e+02,0.000000000000000000e+00,1.992221491942114397e-17,7.537915604205469577e-17,1.599469254959240416e-16,2.672016254090525678e-16,3.906651478008393852e-16,5.239135947993078801e-16,6.605501735867935764e-16,7.940696711283834475e-16,9.180752946064130171e-16,1.026116041094593534e-15
1.410000000000000000e+02,0.000000000000000000e+00,1.566672139241553907e-17,5.925164872633281732e-17,1.257403469540063767e-16,2.100641709190664841e-16,3.071544754651434062e-16,4.119426154358674097e-16,5.193870507291808991e-16,6.244191361887141412e-16,7.219973317124095402e-16,8.070529921438973631e-16
1.420000000000000000e+02,0.000000000000000000e+00,1.230569465771047533e-17,4.659358836256455305e-17,9.885213307636586677e-17,1.651510959238544629e-16,2.414789288668339751e-16,3.239053990300444497e-16,4.083918533209773827e-16,4.910351639186849582e-16,5.677966777306586721e-16,6.347461618816385709e-16
1.430000000000000000e+02,0.000000000000000000e+00,9.676504389433127074e-18,3.661892837569791226e-17,7.771019071289853031e-17,1.298332101551391560e-16,1.898709054565239640e-16,2.546790903168449915e-16,3.211406834902064134e-16,3.861386037307124042e-16,4.465286647381550011e-16,4.992479953752626542e-16
1.440000000000000000e+02,0.000000000000000000e+00,7.616520261710668649e-18,2.878556767949014272e-17,6.109479241955817486e-17,1.020776345395102425e-16,1.492675340969418230e-16,2.002250362037605314e-16,2.525106859718739827e-16,3.036308184045655167e-16,3.511730836680548862e-16,3.926438167656254308e-16
1.450000000000000000e+02,0.000000000000000000e+00,5.990217002982411998e-18,2.263272035063490506e-17,4.803015624110784643e-17,8.025806581823946573e-17,1.173648851715558550e-16,1.574261554448952438e-16,1.985445228364079995e-16,2.387684234356202140e-16,2.761733983863701170e-16,3.088349888324959380e-16
1.460000000000000000e+02,0.000000000000000000e+00,4.689174395999806677e-18,1.778091562876227272e-17,3.775734065680769191e-17,6.310056643865635806e-17,9.226560487851642733e-17,1.237887830435324688e-16,1.561251128379126385e-16,1.877567112201772304e-16,2.171928002031586757e-16,2.428883916910651308e-16
1.470000000000000000e+02,0.000000000000000000e+00,3.686287386450715076e-18,1.398620802506300720e-17,2.968003447179068388e-17,4.960224939121182786e-17,7.256023039359238425e-17,9.733425003488616056e-17,1.227587909796712395e-16,1.476412308382135663e-16,1.707889472207790860e-16,1.910364227919458813e-16
1.480000000000000000e+02,0.000000000000000000e+00,2.900240811398724361e-18,1.100465205072787001e-17,2.333745176275048294e-17,3.900417315516602201e-17,5.702903427273753323e-17,7.651756832316447543e-17,9.652109840552203224e-17,1.160909476188853873e-16,1.343326491709539994e-16,1.502433160521787769e-16
1.490000000000000000e+02,0.000000000000000000e+00,2.249719507907421701e-18,8.646512325571897861e-18,1.835012176931716255e-17,3.065581642702763787e-17,4.485886488658774596e-17,6.017322057294549609e-17,7.589415207398531038e-17,9.128982292327947334e-17,1.056283966544002695e-16,1.181780368009199833e-16
1.500000000000000000e+02,0.000000000000000000e+00,1.680513367352531873e-18,6.803368632346540323e-18,1.441988889405720897e-17,2.409639328349033605e-17,3.526367566009103172e-17,4.729831977468013093e-17,5.968532959532701909e-17,7.180128887285253114e-17,8.307699146670177726e-17,9.294323123631986761e-17
1.510000000000000000e+02,0.000000000000000000e+00,1.246832498358330099e-18,5.339695699491109337e-18,1.132991270247352134e-17,1.894643296418418998e-17,2.772847056131677590e-17,3.718813451625280209e-17,4.691884901431020438e-17,5.645982813218264340e-17,6.532318089225164215e-17,7.310233147983513646e-17
1.520000000000000000e+02,0.000000000000000000e+00,9.486769009248163798e-19,4.201283418381329682e-18,8.917562868693273970e-18,1.490777987167568597e-17,2.179246366695863912e-17,2.924635360279648211e-17,3.688997891881928837e-17,4.439807896328140657e-17,5.139118297581291017e-17,5.748982019604387261e-17
1.530000000000000000e+02,0.000000000000000000e+00,7.047314121155778821e-19,3.306816626080788524e-18,7.020209066843641210e-18,1.170938346284344789e-17,1.713039432527097006e-17,2.298508605669269400e-17,2.900240811398724361e-17,3.491130995403324278e-17,4.041363597939717778e-17,4.521123059264553490e-17
1.540000000000000000e+02,0.000000000000000000e+00,5.149960319306146062e-19,2.602085213965210642e-18,5.502326025363935003e-18,9.215718466126787689e-18,1.347121199313239259e-17,1.807907122619578644e-17,2.282245573081986834e-17,2.745742001819539979e-17,3.176712365382527992e-17,3.556183125752454544e-17
1.550000000000000000e+02,0.000000000000000000e+00,3.794707603699265519e-19,2.032879073410320814e-18,4.336808689942017736e-18,7.237049501340742097e-18,1.059807623604580584e-17,1.420304845956010809e-17,1.794354595463509838e-17,2.157562323246153824e-17,2.499086007579087720e-17,2.797241605012601440e-17
1.560000000000000000e+02,0.000000000000000000e+00,2.981555974335137194e-19,1.599198204416119040e-18,3.415236843329338967e-18,5.692061405548898279e-18,8.321251673826246531e-18,1.116728237660069567e-17,1.409462824231155764e-17,1.696776399939814439e-17,1.965116437629976787e-17,2.200930410145574001e-17
1.570000000000000000e+02,0.000000000000000000e+00,2.168404344971008868e-19,1.273937552670467710e-18,2.683400376901623474e-18,4.472333961502705790e-18,6.559423143537301826e-18,8.782037597132585915e-18,1.108596721366428284e-17,1.333568672157170454e-17,1.544988095791843818e-17,1.729302465114379572e-17
1.580000000000000000e+02,0.000000000000000000e+00,1.626303258728256651e-19,1.002887009549091601e-18,2.114194236346733646e-18,3.523657060577889411e-18,5.149960319306146062e-18,6.911788849595090767e-18,8.727827488508310694e-18,1.048965601879725540e-17,1.214306433183764966e-17,1.360673726469308065e-17
1.590000000000000000e+02,0.000000000000000000e+00,1.084202172485504434e-19,7.860465750519907147e-19,1.653408313040394262e-18,2.764715539838036307e-18,4.038653092508504017e-18,5.421010862427522170e-18,6.857578740970815545e-18,8.267041565201971309e-18,9.568084172184576630e-18,1.070649645329435629e-17
1.600000000000000000e+02,0.000000000000000000e+00,8.131516293641283255e-20,6.234162491791650496e-19,1.301042606982605321e-18,2.168404344971008868e-18,3.171291354520100469e-18,4.282598581317742514e-18,5.393905808115384559e-18,6.478107980600888993e-18,7.508100044462118206e-18,8.429671891074796974e-18
1.610000000000000000e+02,0.000000000000000000e+00,8.131516293641283255e-20,4.878909776184769953e-19,1.029992063861229212e-18,1.707618421664669484e-18,2.493664996716660198e-18,3.361026734705063745e-18,4.228388472693467293e-18,5.095750210681870840e-18,5.908901840045999165e-18,6.613633252161577047e-18
1.620000000000000000e+02,0.000000000000000000e+00,5.421010862427522170e-20,3.794707603699265519e-19,8.131516293641283255e-19,1.355252715606880543e-18,1.978668964786045592e-18,2.629190268277348252e-18,3.333921680392926135e-18,4.011548038196366406e-18,4.634964287375531455e-18,5.204170427930421283e-18
1.630000000000000000e+02,0.000000000000000000e+00,2.710505431213761085e-20,2.981555974335137194e-19,6.234162491791650496e-19,1.057097118173366823e-18,1.544988095791843818e-18,2.087089182034596035e-18,2.629190268277348252e-18,3.144186300207962859e-18,3.659182332138577465e-18,4.092863201132779238e-18
1.640000000000000000e+02,0.000000000000000000e+00,2.710505431213761085e-20,2.439454888092384977e-19,4.878909776184769953e-19,8.402566836762659364e-19,1.219727444046192488e-18,1.626303258728256651e-18,2.059984127722458425e-18,2.493664996716660198e-18,2.873135757086586750e-18,3.225501463144375691e-18
1.650000000000000000e+02,0.000000000000000000e+00,2.710505431213761085e-20,1.897353801849632760e-19,3.794707603699265519e-19,6.505213034913026604e-19,9.486769009248163798e-19,1.273937552670467710e-18,1.626303258728256651e-18,1.951563910473907981e-18,2.249719507907421701e-18,2.520770051028797809e-18
1.660000000000000000e+02,0.000000000000000000e+00,2.710505431213761085e-20,1.355252715606880543e-19,2.981555974335137194e-19,5.149960319306146062e-19,7.589415207398531038e-19,1.002887009549091601e-18,1.273937552670467710e-18,1.544988095791843818e-18,1.788933584601082316e-18,1.978668964786045592e-18
1.670000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.084202172485504434e-19,2.439454888092384977e-19,4.065758146820641628e-19,5.963111948670274387e-19,7.860465750519907147e-19,1.002887009549091601e-18,1.219727444046192488e-18,1.409462824231155764e-18,1.572093150103981429e-18
1.680000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.131516293641283255e-20,1.897353801849632760e-19,3.252606517456513302e-19,4.607859233063393845e-19,6.234162491791650496e-19,7.860465750519907147e-19,9.486769009248163798e-19,1.111307226797642045e-18,1.219727444046192488e-18
1.690000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,1.626303258728256651e-19,2.710505431213761085e-19,3.794707603699265519e-19,4.878909776184769953e-19,5.963111948670274387e-19,7.589415207398531038e-19,8.673617379884035472e-19,9.757819552369539906e-19
1.700000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,1.084202172485504434e-19,2.168404344971008868e-19,2.710505431213761085e-19,3.794707603699265519e-19,4.878909776184769953e-19,5.963111948670274387e-19,7.047314121155778821e-19,7.589415207398531038e-19
1.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,1.084202172485504434e-19,1.626303258728256651e-19,2.168404344971008868e-19,3.252606517456513302e-19,3.794707603699265519e-19,4.878909776184769953e-19,5.421010862427522170e-19,5.963111948670274387e-19
1.720000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,1.084202172485504434e-19,1.626303258728256651e-19,2.168404344971008868e-19,3.252606517456513302e-19,3.794707603699265519e-19,4.336808689942017736e-19,4.878909776184769953e-19
1.730000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,1.084202172485504434e-19,1.626303258728256651e-19,1.626303258728256651e-19,2.168404344971008868e-19,2.710505431213761085e-19,3.252606517456513302e-19,3.794707603699265519e-19
1.740000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,1.084202172485504434e-19,1.626303258728256651e-19,1.626303258728256651e-19,2.168404344971008868e-19,2.710505431213761085e-19,2.710505431213761085e-19
1.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,1.084202172485504434e-19,1.084202172485504434e-19,1.626303258728256651e-19,1.626303258728256651e-19,2.168404344971008868e-19,2.168404344971008868e-19
1.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,1.084202172485504434e-19,1.084202172485504434e-19,1.626303258728256651e-19,1.626303258728256651e-19,1.626303258728256651e-19
1.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,1.084202172485504434e-19,1.084202172485504434e-19,1.084202172485504434e-19,1.626303258728256651e-19
1.780000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,1.084202172485504434e-19,1.084202172485504434e-19,1.084202172485504434e-19
1.790000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,1.084202172485504434e-19
1.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20
1.810000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20,5.421010862427522170e-20
1.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20,5.421010862427522170e-20
1.830000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20
1.840000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20
1.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.710505431213761085e-20,2.710505431213761085e-20,2.710505431213761085e-20
1.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.710505431213761085e-20,2.710505431213761085e-20
1.870000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
