time_lag,vacf_aa_norm,vacf_ibi_norm,vacf_gle_norm
2.880000000000000000e+03,4.519090330794786441e-03,8.601277885386143796e-01,1.831121671801426778e-02
2.890000000000000000e+03,4.208807229757254194e-03,8.596913633503991958e-01,1.812070621045818938e-02
2.900000000000000000e+03,3.939499222604737547e-03,8.592582312266455746e-01,1.791474247955596524e-02
2.910000000000000000e+03,3.712701768522212991e-03,8.588280073667899917e-01,1.769888768790773767e-02
2.920000000000000000e+03,3.528458153499271829e-03,8.584003066844351215e-01,1.748117795660384527e-02
2.930000000000000000e+03,3.385280227931069044e-03,8.579746590250296734e-01,1.726545444484362327e-02
2.940000000000000000e+03,3.280379849112697623e-03,8.575506081459348673e-01,1.705187556453634928e-02
2.950000000000000000e+03,3.210188239863832459e-03,8.571276543598527198e-01,1.683854164206485815e-02
2.960000000000000000e+03,3.170925350296015070e-03,8.567052413648770237e-01,1.662591030107420098e-02
2.970000000000000000e+03,3.158979659284132623e-03,8.562827593437327689e-01,1.642212474227099442e-02
2.980000000000000000e+03,3.171048519097758363e-03,8.558595803863869866e-01,1.623074047842800252e-02
2.990000000000000000e+03,3.203997298852952896e-03,8.554349916043711977e-01,1.605564378421790728e-02
3.000000000000000000e+03,3.254458303071040490e-03,8.550082208703034814e-01,1.590421451932310520e-02
3.010000000000000000e+03,3.318353173175968372e-03,8.545785601391183706e-01,1.577810692968089484e-02
3.020000000000000000e+03,3.390652324193788644e-03,8.541453449354057259e-01,1.567429739576057385e-02
3.030000000000000000e+03,3.465470818961162349e-03,8.537080278489010965e-01,1.559087661179566105e-02
3.040000000000000000e+03,3.536327383514679783e-03,8.532661642180969785e-01,1.552360107215408624e-02
3.050000000000000000e+03,3.596427582123572567e-03,8.528194550671761576e-01,1.546732814645215663e-02
3.060000000000000000e+03,3.638894698281405077e-03,8.523678313481369839e-01,1.542286778203749709e-02
3.070000000000000000e+03,3.656943451008958217e-03,8.519114603578930023e-01,1.538997012776407644e-02
3.080000000000000000e+03,3.644085942259966699e-03,8.514507593361444471e-01,1.535990770128516439e-02
3.090000000000000000e+03,3.594457594903094789e-03,8.509864071947572661e-01,1.532407034863043395e-02
3.100000000000000000e+03,3.503303703637173413e-03,8.505191240232450323e-01,1.527796603189484140e-02
3.110000000000000000e+03,3.367577363884371056e-03,8.500494709162684792e-01,1.521686285782345750e-02
3.120000000000000000e+03,3.186474691443338253e-03,8.495777686990017008e-01,1.513700487943244258e-02
3.130000000000000000e+03,2.961651570578242246e-03,8.491041383181007207e-01,1.503742220583801324e-02
3.140000000000000000e+03,2.696939505488064361e-03,8.486288025087527220e-01,1.491563583424292475e-02
3.150000000000000000e+03,2.397699846962196655e-03,8.481522509630099460e-01,1.477124340482887516e-02
3.160000000000000000e+03,2.070171240879588835e-03,8.476752727418292999e-01,1.460021011653993631e-02
3.170000000000000000e+03,1.721013640235164550e-03,8.471988187416037430e-01,1.440147623529283022e-02
3.180000000000000000e+03,1.357068942343681939e-03,8.467238285157778765e-01,1.417672326112407594e-02
3.190000000000000000e+03,9.852586101032141837e-04,8.462511358715620879e-01,1.393017725364581634e-02
3.200000000000000000e+03,6.124867230415302708e-04,8.457814405544626934e-01,1.366124592287568280e-02
3.210000000000000000e+03,2.454986736409487682e-04,8.453152775043260014e-01,1.337255242883536935e-02
3.220000000000000000e+03,-1.092473208948787093e-04,8.448529969536162643e-01,1.307357394588811415e-02
3.230000000000000000e+03,-4.457088778118588552e-04,8.443948351262058338e-01,1.276844551929403639e-02
3.240000000000000000e+03,-7.584109034509508218e-04,8.439408946487250152e-01,1.245956857508075111e-02
3.250000000000000000e+03,-1.042561089727501696e-03,8.434911619852034637e-01,1.214472648012106595e-02
3.260000000000000000e+03,-1.294148389551059118e-03,8.430455500901241628e-01,1.182575036707708173e-02
3.270000000000000000e+03,-1.510164872816734723e-03,8.426039634050791483e-01,1.150598420693533727e-02
3.280000000000000000e+03,-1.688888926033248715e-03,8.421663201162390422e-01,1.119645329119024930e-02
3.290000000000000000e+03,-1.830027681949740730e-03,8.417325530407008261e-01,1.090832855008313194e-02
3.300000000000000000e+03,-1.934658201253978667e-03,8.413025845903273625e-01,1.064609071353767381e-02
3.310000000000000000e+03,-2.004989272436597143e-03,8.408763429650788490e-01,1.041023559712526622e-02
3.320000000000000000e+03,-2.044198266690297559e-03,8.404536980093310072e-01,1.019132209350018421e-02
3.330000000000000000e+03,-2.056562177630560928e-03,8.400343974768796906e-01,9.978102758802199004e-03
3.340000000000000000e+03,-2.047559289565805372e-03,8.396181192026449525e-01,9.771683568413543422e-03
3.350000000000000000e+03,-2.023566324560789349e-03,8.392045091625253139e-01,9.581107029300661021e-03
3.360000000000000000e+03,-1.991032770571487913e-03,8.387931546844591413e-01,9.412939283676329330e-03
3.370000000000000000e+03,-1.955498400742460008e-03,8.383835496639148177e-01,9.273391992777430329e-03
3.380000000000000000e+03,-1.921146003483208391e-03,8.379750838592354700e-01,9.162233804550515281e-03
3.390000000000000000e+03,-1.891064394872244737e-03,8.375671596530800400e-01,9.084322859926342517e-03
3.400000000000000000e+03,-1.867763539056886083e-03,8.371591585655555612e-01,9.037130846262834971e-03
3.410000000000000000e+03,-1.853491477487479756e-03,8.367504370145878445e-01,9.001326474837588118e-03
3.420000000000000000e+03,-1.850215477254965688e-03,8.363403941497346006e-01,8.959623577779341624e-03
3.430000000000000000e+03,-1.859337715377208178e-03,8.359284876186975355e-01,8.898484204071039488e-03
3.440000000000000000e+03,-1.881339263782302743e-03,8.355142051402307812e-01,8.821012340121919815e-03
3.450000000000000000e+03,-1.915601994247998017e-03,8.350970972892507449e-01,8.743336676036670210e-03
3.460000000000000000e+03,-1.960565379601840897e-03,8.346767869565208109e-01,8.688529695560076940e-03
3.470000000000000000e+03,-2.014123198079351140e-03,8.342529936526139611e-01,8.667120313410952084e-03
3.480000000000000000e+03,-2.073997298595015634e-03,8.338254599518141186e-01,8.686634704415253927e-03
3.490000000000000000e+03,-2.137933051352155882e-03,8.333939354198457439e-01,8.749082569458763170e-03
3.500000000000000000e+03,-2.203806975506040523e-03,8.329583167735719051e-01,8.848388147276854340e-03
3.510000000000000000e+03,-2.269774123310160704e-03,8.325185090806124233e-01,8.979253522508832616e-03
3.520000000000000000e+03,-2.334419578452128982e-03,8.320743693061256607e-01,9.136108165255936095e-03
3.530000000000000000e+03,-2.396920875511706402e-03,8.316257512793271411e-01,9.304454136643353079e-03
3.540000000000000000e+03,-2.457299471660536177e-03,8.311724904531446745e-01,9.473654858595812259e-03
3.550000000000000000e+03,-2.516658721349276494e-03,8.307144127302699133e-01,9.641121487538656040e-03
3.560000000000000000e+03,-2.577246252800309383e-03,8.302513917747557093e-01,9.801897283056889079e-03
3.570000000000000000e+03,-2.642324044617780539e-03,8.297835021616069007e-01,9.958007171656286030e-03
3.580000000000000000e+03,-2.715879714042342651e-03,8.293111411323739190e-01,1.010749560933123237e-02
3.590000000000000000e+03,-2.802209155022592803e-03,8.288350221815782293e-01,1.023784567882796148e-02
3.600000000000000000e+03,-2.905435421205408274e-03,8.283561669480485889e-01,1.034517555733657605e-02
3.610000000000000000e+03,-3.028991320330719390e-03,8.278758277683072597e-01,1.043310709681579372e-02
3.620000000000000000e+03,-3.175047867367886134e-03,8.273953582519520955e-01,1.051703373910520961e-02
3.630000000000000000e+03,-3.343967774130769243e-03,8.269160562719920504e-01,1.060365175947773457e-02
3.640000000000000000e+03,-3.533989383696602669e-03,8.264391223603357872e-01,1.068113724906658013e-02
3.650000000000000000e+03,-3.741264353771984151e-03,8.259656515208235739e-01,1.074416499613998870e-02
3.660000000000000000e+03,-3.960190466414598501e-03,8.254965721849917282e-01,1.079342472980520350e-02
3.670000000000000000e+03,-4.183928363159979472e-03,8.250325694046261038e-01,1.083614511918426851e-02
3.680000000000000000e+03,-4.404988831384730463e-03,8.245740938423777866e-01,1.087397772346090224e-02
3.690000000000000000e+03,-4.615738336165388367e-03,8.241214118270648870e-01,1.090166140116947957e-02
3.700000000000000000e+03,-4.808733695328053746e-03,8.236745869104480366e-01,1.091730555487290151e-02
3.710000000000000000e+03,-4.976964049895667846e-03,8.232334890864819732e-01,1.092258040569935723e-02
3.720000000000000000e+03,-5.114128908286375702e-03,8.227978340388104606e-01,1.090862436754426110e-02
3.730000000000000000e+03,-5.214975059767640655e-03,8.223672234891108435e-01,1.087321280618270408e-02
3.740000000000000000e+03,-5.275636822496339480e-03,8.219411650637694633e-01,1.081752053031163376e-02
3.750000000000000000e+03,-5.293937037579011379e-03,8.215191359778993840e-01,1.073407169750870312e-02
3.760000000000000000e+03,-5.269660098661846717e-03,8.211006429511009674e-01,1.060870974466875116e-02
3.770000000000000000e+03,-5.204734327404422940e-03,8.206852086979876670e-01,1.043152358332988076e-02
3.780000000000000000e+03,-5.103130320186752104e-03,8.202723333673128669e-01,1.020381501793870931e-02
3.790000000000000000e+03,-4.970472961700849249e-03,8.198614828875124827e-01,9.944138575826384774e-03
3.800000000000000000e+03,-4.813442797738042532e-03,8.194521678304563794e-01,9.665449310885110626e-03
3.810000000000000000e+03,-4.639055047145938630e-03,8.190439283736686837e-01,9.383048238203179139e-03
3.820000000000000000e+03,-4.454020882395449618e-03,8.186363147317853306e-01,9.106010608980662224e-03
3.830000000000000000e+03,-4.264292098270211669e-03,8.182289209213774450e-01,8.841080287249118014e-03
3.840000000000000000e+03,-4.074745206551965045e-03,8.178213508668347176e-01,8.594100386044061651e-03
3.850000000000000000e+03,-3.888965831397503663e-03,8.174132566151147694e-01,8.368671732996053880e-03
3.860000000000000000e+03,-3.709194798418612767e-03,8.170043544480604103e-01,8.164020925519497110e-03
3.870000000000000000e+03,-3.536397904883300386e-03,8.165944265096327648e-01,7.982093097732864337e-03
3.880000000000000000e+03,-3.370345150383655900e-03,8.161833846719818153e-01,7.826386127189452827e-03
3.890000000000000000e+03,-3.209751262107974484e-03,8.157712751581417399e-01,7.694286766674328891e-03
3.900000000000000000e+03,-3.052554384605955014e-03,8.153583518938190000e-01,7.577652488021488497e-03
3.910000000000000000e+03,-2.896321832304196361e-03,8.149450791028902685e-01,7.472125313965690720e-03
3.920000000000000000e+03,-2.738680252856804786e-03,8.145321154588160972e-01,7.362923745441024397e-03
3.930000000000000000e+03,-2.577692400764219471e-03,8.141202780631187075e-01,7.235555687822236084e-03
3.940000000000000000e+03,-2.412228023412313523e-03,8.137102794278634477e-01,7.078690491266432377e-03
3.950000000000000000e+03,-2.242297579027524145e-03,8.133023352313524246e-01,6.895340353686695185e-03
3.960000000000000000e+03,-2.069096170708911286e-03,8.128961253292634748e-01,6.688283722771335565e-03
3.970000000000000000e+03,-1.894647220165934483e-03,8.124908712341730732e-01,6.466738285120615139e-03
3.980000000000000000e+03,-1.721310772201416076e-03,8.120856043271192926e-01,6.240212798702275514e-03
3.990000000000000000e+03,-1.551449609032213867e-03,8.116794340411930264e-01,6.026584230682329769e-03
4.000000000000000000e+03,-1.387277927586219768e-03,8.112717859628811867e-01,5.838827063170209941e-03
4.010000000000000000e+03,-1.230730028050612372e-03,8.108623793919050859e-01,5.676391843074479401e-03
4.020000000000000000e+03,-1.083030888538409967e-03,8.104510895564742690e-01,5.533237677841169357e-03
4.030000000000000000e+03,-9.438253016618889605e-04,8.100378925860544088e-01,5.402514612681243167e-03
4.040000000000000000e+03,-8.107485276830359629e-04,8.096227742558687046e-01,5.271931719831687846e-03
4.050000000000000000e+03,-6.800280782440596165e-04,8.092056880312192835e-01,5.127003272175085190e-03
4.060000000000000000e+03,-5.473502612854698728e-04,8.087866135595114248e-01,4.956260901608569580e-03
4.070000000000000000e+03,-4.085658844452117323e-04,8.083655360770917175e-01,4.758018134450360710e-03
4.080000000000000000e+03,-2.602613535484413036e-04,8.079424655425681001e-01,4.538896134816192661e-03
4.090000000000000000e+03,-1.001293441438966784e-04,8.075175695316981761e-01,4.305465249933260359e-03
4.100000000000000000e+03,7.294020746005194810e-05,8.070910860806176368e-01,4.061747333728403520e-03
4.110000000000000000e+03,2.590149227494125891e-04,8.066633860078057383e-01,3.812465788201578349e-03
4.120000000000000000e+03,4.573690533679352927e-04,8.062349170988543090e-01,3.564450308358630554e-03
4.130000000000000000e+03,6.666729285777731485e-04,8.058062230317775132e-01,3.319620466491139243e-03
4.140000000000000000e+03,8.850970647656247747e-04,8.053779028616602220e-01,3.087755894794733721e-03
4.150000000000000000e+03,1.110350347022218218e-03,8.049505854320763154e-01,2.880794395079166754e-03
4.160000000000000000e+03,1.339712098132356472e-03,8.045248732037375561e-01,2.709215586638209425e-03
4.170000000000000000e+03,1.570177964679316538e-03,8.041013712518031431e-01,2.582705858115551083e-03
4.180000000000000000e+03,1.798722232231350247e-03,8.036807177481288811e-01,2.505529564466216219e-03
4.190000000000000000e+03,2.022647507006592772e-03,8.032636337437932816e-01,2.477764672081816336e-03
4.200000000000000000e+03,2.240023792306681909e-03,8.028509675668736856e-01,2.485661391439707157e-03
4.210000000000000000e+03,2.449998750644716630e-03,8.024437405622616426e-01,2.518037223529090516e-03
4.220000000000000000e+03,2.652600937973659864e-03,8.020430584845228417e-01,2.574619366874422981e-03
4.230000000000000000e+03,2.848111488002965253e-03,8.016496979531076983e-01,2.651862385879216657e-03
4.240000000000000000e+03,3.036504841085480542e-03,8.012636895331932685e-01,2.739708650847136589e-03
4.250000000000000000e+03,3.217294191106021516e-03,8.008841106865386417e-01,2.836539131209671067e-03
4.260000000000000000e+03,3.389750484837465282e-03,8.005093739465435343e-01,2.928547469279368064e-03
4.270000000000000000e+03,3.553088611976789376e-03,8.001377603725816634e-01,3.000482592984869169e-03
4.280000000000000000e+03,3.706318475775766119e-03,7.997677418005876282e-01,3.040982656073768029e-03
4.290000000000000000e+03,3.847958147790199630e-03,7.993981069283339069e-01,3.043474049725545735e-03
4.300000000000000000e+03,3.975823566431305363e-03,7.990279197839679215e-01,3.003178313982652389e-03
4.310000000000000000e+03,4.087103977567165154e-03,7.986564237820250600e-01,2.918231974898510741e-03
4.320000000000000000e+03,4.178849569969328784e-03,7.982829603453023282e-01,2.793571920040670287e-03
4.330000000000000000e+03,4.248468805512372118e-03,7.979070139570357822e-01,2.636339038697393510e-03
4.340000000000000000e+03,4.293848408240900569e-03,7.975281628615061846e-01,2.453675764519353420e-03
4.350000000000000000e+03,4.313238539182330349e-03,7.971460932188462190e-01,2.253386718878864874e-03
4.360000000000000000e+03,4.305173616695524320e-03,7.967605600842765368e-01,2.037088284046554773e-03
4.370000000000000000e+03,4.268526826534274100e-03,7.963714435274781289e-01,1.804217877605038007e-03
4.380000000000000000e+03,4.202727035726840608e-03,7.959787102115288837e-01,1.557275567344485303e-03
4.390000000000000000e+03,4.108028122769767990e-03,7.955824318881576929e-01,1.304223208437667487e-03
4.400000000000000000e+03,3.985614503344569320e-03,7.951827827861155384e-01,1.046553587551631677e-03
4.410000000000000000e+03,3.837466364524821233e-03,7.947800690355641962e-01,7.905830472826791584e-04
4.420000000000000000e+03,3.666088514340378520e-03,7.943746740537142026e-01,5.489750539471448688e-04
4.430000000000000000e+03,3.474206641253515214e-03,7.939671081986391377e-01,3.268795834428830623e-04
4.440000000000000000e+03,3.264448575848982303e-03,7.935579388758855490e-01,1.197779544290132142e-04
4.450000000000000000e+03,3.039072702092123022e-03,7.931478078713641855e-01,-8.512339209317142563e-05
4.460000000000000000e+03,2.799893989642391820e-03,7.927374360530801134e-01,-2.949164429409446039e-04
4.470000000000000000e+03,2.548446669439082945e-03,7.923275633038956434e-01,-5.131313469739862219e-04
4.480000000000000000e+03,2.286176592814641566e-03,7.919189324582134315e-01,-7.363132300110479100e-04
4.490000000000000000e+03,2.014467479637871775e-03,7.915122435779105015e-01,-9.649303703570054997e-04
4.500000000000000000e+03,1.734791203622234592e-03,7.911081449145315192e-01,-1.182605579248803204e-03
4.510000000000000000e+03,1.449189508988706901e-03,7.907072145933129459e-01,-1.380377071231477220e-03
4.520000000000000000e+03,1.160800134832860398e-03,7.903098980557516917e-01,-1.554624483345302044e-03
4.530000000000000000e+03,8.741877592857989591e-04,7.899164706742207720e-01,-1.695063802930299197e-03
4.540000000000000000e+03,5.952962329551479432e-04,7.895270743615331321e-01,-1.793295107932706264e-03
4.550000000000000000e+03,3.309436724708031017e-04,7.891416550922273343e-01,-1.838956307226581946e-03
4.560000000000000000e+03,8.794804189151950158e-05,7.887599851628326331e-01,-1.831384386509550630e-03
4.570000000000000000e+03,-1.278074367254307668e-04,7.883816626315472975e-01,-1.773388004195984580e-03
4.580000000000000000e+03,-3.120373221048933568e-04,7.880061222738635740e-01,-1.663540468973985975e-03
4.590000000000000000e+03,-4.623962992345113650e-04,7.876326878391146646e-01,-1.510330329561346361e-03
4.600000000000000000e+03,-5.785611960572086682e-04,7.872606480634011250e-01,-1.322545658070786506e-03
4.610000000000000000e+03,-6.620644717505885400e-04,7.868893988674419138e-01,-1.107840595710951831e-03
4.620000000000000000e+03,-7.158931002652644052e-04,7.865185668964055354e-01,-8.708574057528106370e-04
4.630000000000000000e+03,-7.439242095810528988e-04,7.861480653651301553e-01,-6.123606741074047151e-04
4.640000000000000000e+03,-7.503536542196371671e-04,7.857780916481651445e-01,-3.402114860844302879e-04
4.650000000000000000e+03,-7.392360952834842224e-04,7.854090094374641673e-01,-6.341312025251492023e-05
4.660000000000000000e+03,-7.141698181725807506e-04,7.850412116799599938e-01,2.126195880674489763e-04
4.670000000000000000e+03,-6.781230044410874571e-04,7.846749528844234600e-01,4.800909539293301870e-04
4.680000000000000000e+03,-6.334296156501159798e-04,7.843102014651825993e-01,7.284061591016337961e-04
4.690000000000000000e+03,-5.821088676315046371e-04,7.839466540576909281e-01,9.546572668161165415e-04
4.700000000000000000e+03,-5.264379276339244693e-04,7.835837286107857347e-01,1.163110429213514742e-03
4.710000000000000000e+03,-4.690572150702352131e-04,7.832206783339105138e-01,1.351612795135243321e-03
4.720000000000000000e+03,-4.122189681956263223e-04,7.828567155002245093e-01,1.524391535512197894e-03
4.730000000000000000e+03,-3.569721103499940047e-04,7.824911012648834152e-01,1.676787891540448133e-03
4.740000000000000000e+03,-3.028237829743078637e-04,7.821231625594986525e-01,1.812231065287968476e-03
4.750000000000000000e+03,-2.478264209125682362e-04,7.817523363281099202e-01,1.935405472172568257e-03
4.760000000000000000e+03,-1.890258714583603356e-04,7.813781795276559805e-01,2.050813430318518520e-03
4.770000000000000000e+03,-1.230780414037810008e-04,7.810003492926190782e-01,2.163503164046224735e-03
4.780000000000000000e+03,-4.679378300692856615e-05,7.806186296113430956e-01,2.276697332356821153e-03
4.790000000000000000e+03,4.245011384819165199e-05,7.802328921098261594e-01,2.391677258895874396e-03
4.800000000000000000e+03,1.464494926771100938e-04,7.798431060268929960e-01,2.513842431060639947e-03
4.810000000000000000e+03,2.661179386890020300e-04,7.794493521254398649e-01,2.638180714854358819e-03
4.820000000000000000e+03,4.016758376884411747e-04,7.790518514074891154e-01,2.752479982003745197e-03
4.830000000000000000e+03,5.529695313726665142e-04,7.786509215093043723e-01,2.854671757226245280e-03
4.840000000000000000e+03,7.197080674101202389e-04,7.782470286881182364e-01,2.944758817733012391e-03
4.850000000000000000e+03,9.016154132070487975e-04,7.778407434134405607e-01,3.022161097337637287e-03
4.860000000000000000e+03,1.098547871448693654e-03,7.774327258212192504e-01,3.084031220518203189e-03
4.870000000000000000e+03,1.310490161536813098e-03,7.770236634455356395e-01,3.130705446035009394e-03
4.880000000000000000e+03,1.537376859535407713e-03,7.766142400663516021e-01,3.169601210119671417e-03
4.890000000000000000e+03,1.778748448078913517e-03,7.762051546258923462e-01,3.202121915888690457e-03
4.900000000000000000e+03,2.033354699997406197e-03,7.757970143978490940e-01,3.226980010638058095e-03
4.910000000000000000e+03,2.298948348437559498e-03,7.753903967635726868e-01,3.245733439517275651e-03
4.920000000000000000e+03,2.572276470036006287e-03,7.749858336165792450e-01,3.261877332897047434e-03
4.930000000000000000e+03,2.848972690354085926e-03,7.745837631677358059e-01,3.274673491296113681e-03
4.940000000000000000e+03,3.123270346748432957e-03,7.741845710902685029e-01,3.284937875648643365e-03
4.950000000000000000e+03,3.387859064176421565e-03,7.737885442962590954e-01,3.288703283824465692e-03
4.960000000000000000e+03,3.634159169453536360e-03,7.733959237308617451e-01,3.284507142457868730e-03
4.970000000000000000e+03,3.852953043504016035e-03,7.730068279553280464e-01,3.281208553993635989e-03
4.980000000000000000e+03,4.035211757050728883e-03,7.726212824167248971e-01,3.281036233615365963e-03
4.990000000000000000e+03,4.172996091905641081e-03,7.722392220324065804e-01,3.283374370245996984e-03
5.000000000000000000e+03,4.260297232249960278e-03,7.718604278744368719e-01,3.281113596890729549e-03
5.010000000000000000e+03,4.293615834541703730e-03,7.714845509395172884e-01,3.266353228714493143e-03
5.020000000000000000e+03,4.272005197556633972e-03,7.711110877844892242e-01,3.237021404635271552e-03
5.030000000000000000e+03,4.196594291972102417e-03,7.707393147604295613e-01,3.195627890770935241e-03
5.040000000000000000e+03,4.069990149361186506e-03,7.703683463606401105e-01,3.153436837510760309e-03
5.050000000000000000e+03,3.895829679897688021e-03,7.699972711045370843e-01,3.109246358096826902e-03
5.060000000000000000e+03,3.678496755762378743e-03,7.696250892861584703e-01,3.067115027769978623e-03
5.070000000000000000e+03,3.422892213747371661e-03,7.692509047265951860e-01,3.035762539338918153e-03
5.080000000000000000e+03,3.134143090535624829e-03,7.688740457457895472e-01,3.022364815789544898e-03
5.090000000000000000e+03,2.817305022045648276e-03,7.684942365926484831e-01,3.023495901293441097e-03
5.100000000000000000e+03,2.477179394345252559e-03,7.681114003446355420e-01,3.027084077294378128e-03
5.110000000000000000e+03,2.118209413184068794e-03,7.677256546288335759e-01,3.022901806445273988e-03
5.120000000000000000e+03,1.744388502891968881e-03,7.673372314573307928e-01,3.015360810903695236e-03
5.130000000000000000e+03,1.359258815645324843e-03,7.669464510779724353e-01,3.005444625411558390e-03
5.140000000000000000e+03,9.660792857433863137e-04,7.665536639839771738e-01,2.998826104039401669e-03
5.150000000000000000e+03,5.681322015967380564e-04,7.661592240461172487e-01,3.008151862152033066e-03
5.160000000000000000e+03,1.689860717744885992e-04,7.657634754977626912e-01,3.033167328625276538e-03
5.170000000000000000e+03,-2.275033410628547639e-04,7.653667560042709539e-01,3.062538399172270824e-03
5.180000000000000000e+03,-6.173459816178994246e-04,7.649694379392555366e-01,3.089730256535695198e-03
5.190000000000000000e+03,-9.965654014733585017e-04,7.645719075027587186e-01,3.109057093609670936e-03
5.200000000000000000e+03,-1.361440444491693021e-03,7.641745530896917327e-01,3.112825183263231467e-03
5.210000000000000000e+03,-1.708820480465168519e-03,7.637777539457510922e-01,3.101727803330393395e-03
5.220000000000000000e+03,-2.036327042123423341e-03,7.633818716276229432e-01,3.075913334891240605e-03
5.230000000000000000e+03,-2.342319402721743798e-03,7.629871249035721226e-01,3.030981145269853738e-03
5.240000000000000000e+03,-2.625563648727791567e-03,7.625936351131886726e-01,2.959682114998394425e-03
5.250000000000000000e+03,-2.884683040975724849e-03,7.622014447615664823e-01,2.864502874958328553e-03
5.260000000000000000e+03,-3.117815648614541326e-03,7.618104938502388013e-01,2.749000315354113624e-03
5.270000000000000000e+03,-3.322689052807989950e-03,7.614206157833400823e-01,2.625408255378098091e-03
5.280000000000000000e+03,-3.496736867911219744e-03,7.610315414365694808e-01,2.499780485074368317e-03
5.290000000000000000e+03,-3.637229742116945656e-03,7.606429488228347857e-01,2.379123194022782131e-03
5.300000000000000000e+03,-3.741633909860655419e-03,7.602545459474696621e-01,2.263750586483914955e-03
5.310000000000000000e+03,-3.808168092107006280e-03,7.598660304369051488e-01,2.142029278122385954e-03
5.320000000000000000e+03,-3.836293964908915523e-03,7.594771492234292376e-01,2.015904579729108689e-03
5.330000000000000000e+03,-3.826911173336365775e-03,7.590877082089286798e-01,1.884469907383251814e-03
5.340000000000000000e+03,-3.782376757717971754e-03,7.586975867544167862e-01,1.744014768671037739e-03
5.350000000000000000e+03,-3.706537023422145066e-03,7.583067873652358237e-01,1.594136912967797186e-03
5.360000000000000000e+03,-3.604564607847980488e-03,7.579153683030395161e-01,1.436380283542000331e-03
5.370000000000000000e+03,-3.482308661073841433e-03,7.575235485293806414e-01,1.279649785862494761e-03
5.380000000000000000e+03,-3.345478545950643454e-03,7.571316362871525207e-01,1.124441486207362461e-03
5.390000000000000000e+03,-3.198908172902227131e-03,7.567399698343975079e-01,9.732644383420805670e-04
5.400000000000000000e+03,-3.046023472413277033e-03,7.563489126526461437e-01,8.342552098157894180e-04
5.410000000000000000e+03,-2.888732440455437939e-03,7.559587701146853744e-01,7.105709288391314719e-04
5.420000000000000000e+03,-2.727656156536307965e-03,7.555698677590260148e-01,5.998967939400803905e-04
5.430000000000000000e+03,-2.562448029798772113e-03,7.551824897970748074e-01,4.880628003245018106e-04
5.440000000000000000e+03,-2.392071773143081195e-03,7.547968350724023612e-01,3.648725867578534853e-04
5.450000000000000000e+03,-2.215020882020443064e-03,7.544130928795050872e-01,2.243454469544169257e-04
5.460000000000000000e+03,-2.029639486389412002e-03,7.540314318236066571e-01,6.482093932670258106e-05
5.470000000000000000e+03,-1.834680196010163170e-03,7.536519312610329147e-01,-1.117075751982479521e-04
5.480000000000000000e+03,-1.629956254435331424e-03,7.532746069972502401e-01,-2.955614914026354458e-04
5.490000000000000000e+03,-1.416865283440505666e-03,7.528994460601887706e-01,-4.882206762457484564e-04
5.500000000000000000e+03,-1.198636211171602442e-03,7.525263980127214758e-01,-6.909546560380675374e-04
5.510000000000000000e+03,-9.800540601948399492e-04,7.521553169984867004e-01,-8.981577502729983647e-04
5.520000000000000000e+03,-7.665152575329332949e-04,7.517860144415189350e-01,-1.109291033252128144e-03
5.530000000000000000e+03,-5.627816000631623988e-04,7.514182068735762998e-01,-1.327456563886927898e-03
5.540000000000000000e+03,-3.719906201427524654e-04,7.510514837547754841e-01,-1.549232164229974885e-03
5.550000000000000000e+03,-1.952957879222205035e-04,7.506854003158562882e-01,-1.769842649416004899e-03
5.560000000000000000e+03,-3.227955047123112531e-05,7.503194574862659394e-01,-1.994083938311721083e-03
5.570000000000000000e+03,1.181357225416657873e-04,7.499531078775862891e-01,-2.227009186970772044e-03
5.580000000000000000e+03,2.568739959318663466e-04,7.495858019664083383e-01,-2.475977425606538159e-03
5.590000000000000000e+03,3.843184120187007080e-04,7.492170719303201665e-01,-2.743001868236614234e-03
5.600000000000000000e+03,5.002238849878456453e-04,7.488465094946450407e-01,-3.021540474268475263e-03
5.610000000000000000e+03,6.037393123281904923e-04,7.484738142737423772e-01,-3.308984345323417921e-03
5.620000000000000000e+03,6.934441482546955041e-04,7.480987803658655233e-01,-3.592141561701906426e-03
5.630000000000000000e+03,7.673269503823816574e-04,7.477213231695317708e-01,-3.858839786329310451e-03
5.640000000000000000e+03,8.226838686168423502e-04,7.473414717755564318e-01,-4.104654350361432689e-03
5.650000000000000000e+03,8.560252519799029305e-04,7.469593867004812315e-01,-4.328406239411853977e-03
5.660000000000000000e+03,8.631991487757178063e-04,7.465753314166074794e-01,-4.527332854029896513e-03
5.670000000000000000e+03,8.398414795678299169e-04,7.461896545501872646e-01,-4.698460153060700188e-03
5.680000000000000000e+03,7.819879047957213570e-04,7.458027935086108950e-01,-4.837251855217513004e-03
5.690000000000000000e+03,6.866095480172976911e-04,7.454152485427777419e-01,-4.942514543061390410e-03
5.700000000000000000e+03,5.520077808599993573e-04,7.450275574905677045e-01,-5.012911712886576263e-03
5.710000000000000000e+03,3.781736589773847441e-04,7.446402240352023583e-01,-5.059333420750791906e-03
5.720000000000000000e+03,1.671610221021262350e-04,7.442537380088496413e-01,-5.096469897341027178e-03
5.730000000000000000e+03,-7.661772485069014648e-05,7.438685356514109781e-01,-5.132591182967289473e-03
