time_ps,vacf
0,1
0.204548282835,0.999219412032
0.40909656567,0.996933826234
0.613644848505,0.99324710149
0.81819313134,0.988271089364
1.02274141418,0.982122799795
1.22728969701,0.974922940799
1.43183797985,0.966793121261
1.63638626268,0.95785462316
1.84093454552,0.948226219576
2.04548282835,0.938021600277
2.25003111119,0.927348363808
2.45457939402,0.916306243181
2.65912767686,0.904986395594
2.86367595969,0.893470696765
3.06822424253,0.881831513195
3.27277252536,0.87013090718
3.4773208082,0.858421346404
3.68186909103,0.846746012394
3.88641737387,0.835138751849
4.0909656567,0.823625548062
4.29551393954,0.812224985652
4.50006222237,0.800949367408
4.70461050521,0.789805688757
4.90915878804,0.778796479744
5.11370707088,0.767921116795
5.31825535371,0.757176636431
5.52280363655,0.746558016943
5.72735191938,0.736059621254
5.93190020222,0.725676247366
6.13644848505,0.715403260914
6.34099676789,0.705237279705
6.54554505072,0.695175933416
6.75009333356,0.685218374337
6.95464161639,0.675365590415
7.15918989923,0.66562046849
7.36373818206,0.655987189503
7.5682864649,0.64647086259
7.77283474773,0.637077676392
7.97738303057,0.627814330133
8.1819313134,0.618687530213
8.38647959624,0.609703753867
8.59102787907,0.600869140209
8.79557616191,0.592188769815
9.00012444474,0.583666270731
9.20467272758,0.575304141475
9.40922101041,0.567103578496
9.61376929325,0.559064081688
9.81831757608,0.551184312282
10.0228658589,0.543462233783
10.2274141418,0.535894278935
10.4319624246,0.528475992174
10.6365107074,0.521201871018
10.8410589903,0.514066177847
11.0456072731,0.507063169714
11.2501555559,0.500185833541
11.4547038388,0.493427755387
11.6592521216,0.486782621484
11.8638004044,0.480244970196
12.0683486873,0.473810224738
12.2728969701,0.467474986115
12.4774452529,0.461236628864
12.6819935358,0.455092876488
12.8865418186,0.449042352165
13.0910901014,0.443084518216
13.2956383843,0.437219077189
13.5001866671,0.431445956156
13.7047349499,0.425765508508
13.9092832328,0.420178636104
14.1138315156,0.414686631299
14.3183797985,0.40929046003
14.5229280813,0.403990868694
14.7274763641,0.398788132529
14.932024647,0.393681620447
15.1365729298,0.388670145149
15.3411212126,0.383751379878
15.5456694955,0.378923083415
15.7502177783,0.374182131332
15.9547660611,0.369524795304
16.159314344,0.364947553805
16.3638626268,0.360446376472
16.5684109096,0.356016712958
16.7729591925,0.351653767394
16.9775074753,0.347353668104
17.1820557581,0.343112665409
17.386604041,0.338927304485
17.5911523238,0.334794757569
17.7957006066,0.330712823073
18.0002488895,0.326679962914
18.2047971723,0.322695125992
18.4093454552,0.318758064267
18.613893738,0.314868336107
18.8184420208,0.31102664384
19.0229903037,0.307233982562
19.2275385865,0.303491078193
19.4320868693,0.299798865374
19.6366351522,0.296158108456
19.841183435,0.292569498257
20.0457317178,0.289033439415
20.2502800007,0.285550184449
20.4548282835,0.282119925308
20.6593765663,0.278742853365
20.8639248492,0.275418871891
21.068473132,0.272147546988
21.2730214148,0.26892825822
21.4775696977,0.265759778888
21.6821179805,0.262640844629
21.8866662633,0.259570028991
22.0912145462,0.256545557001
22.295762829,0.25356552952
22.5003111119,0.250628549787
22.7048593947,0.247732755391
22.9094076775,0.244876246597
23.1139559604,0.242057368592
23.3185042432,0.239275170539
23.523052526,0.236529028195
23.7276008089,0.23381816182
23.9321490917,0.231141927985
24.1366973745,0.228500216061
24.3412456574,0.225893092637
24.5457939402,0.22332081271
24.750342223,0.220783964269
24.9548905059,0.218283523982
25.1594387887,0.215820280506
25.3639870715,0.213395217715
25.5685353544,0.211008897789
25.7730836372,0.208662257557
25.97763192,0.206356048583
26.1821802029,0.204091173809
26.3867284857,0.201867093332
26.5912767686,0.199682951515
26.7958250514,0.197537676567
27.0003733342,0.195430220606
27.2049216171,0.19335862548
27.4094698999,0.191320750494
27.6140181827,0.189313938375
27.8185664656,0.187335080577
28.0231147484,0.185381593623
28.2276630312,0.183450807989
28.4322113141,0.181540534906
28.6367595969,0.179648927956
28.8413078797,0.177774364574
29.0458561626,0.175915704546
29.2504044454,0.174072062726
29.4549527282,0.172242800813
29.6595010111,0.170427493151
29.8640492939,0.168626354277
30.0685975768,0.166839488671
30.2731458596,0.165067327854
30.4776941424,0.163310243616
30.6822424253,0.161568805312
30.8867907081,0.159843315169
31.0913389909,0.158134215786
31.2958872738,0.156441747956
31.5004355566,0.154766178867
31.7049838394,0.15310745041
31.9095321223,0.151465972259
32.1140804051,0.149841986954
32.3186286879,0.148235473199
32.5231769708,0.146646448528
32.7277252536,0.145074323037
32.9322735364,0.143517944427
33.1368218193,0.141976138519
33.3413701021,0.140447370084
33.5459183849,0.138929878815
33.7504666678,0.137421883332
33.9550149506,0.135921888797
34.1595632335,0.1344291013
34.3641115163,0.132943332582
34.5686597991,0.131464276855
34.773208082,0.12999246141
34.9777563648,0.128528928228
35.1823046476,0.127074642035
35.3868529305,0.125630886874
35.5914012133,0.124198687152
35.7959494961,0.122779095385
36.000497779,0.121373450298
36.2050460618,0.11998320948
36.4095943446,0.118609135164
36.6141426275,0.117251359739
36.8186909103,0.115910543685
37.0232391931,0.114587708566
37.227787476,0.113282856658
37.4323357588,0.111995647784
37.6368840416,0.110725948632
37.8414323245,0.109473442676
38.0459806073,0.108237626955
38.2505288902,0.107018479847
38.455077173,0.105815758436
38.6596254558,0.104628496599
38.8641737387,0.103456412974
39.0687220215,0.102299465329
39.2732703043,0.1011574758
39.4778185872,0.100031019017
39.68236687,0.0989206814166
39.8869151528,0.0978265596703
40.0914634357,0.0967487060814
40.2960117185,0.0956868053937
40.5005600013,0.0946406668511
40.7051082842,0.0936102415846
40.909656567,0.0925954209564
41.1142048498,0.0915962934965
41.3187531327,0.0906134765132
41.5233014155,0.0896478192571
41.7278496983,0.0886994399964
41.9323979812,0.0877687123576
42.136946264,0.0868560997586
42.3414945469,0.0859618633025
42.5460428297,0.0850859985239
42.7505911125,0.0842288960566
42.9551393954,0.0833901854175
43.1596876782,0.0825690732297
43.364235961,0.0817651549403
43.5687842439,0.0809770892817
43.7733325267,0.0802037842981
43.9778808095,0.0794438440091
44.1824290924,0.0786953701032
44.3869773752,0.0779566083365
44.591525658,0.0772257351181
44.7960739409,0.0765005903361
45.0006222237,0.0757800613064
45.2051705065,0.0750634269286
45.4097187894,0.0743497779678
45.6142670722,0.073638359526
45.818815355,0.0729278512927
46.0233636379,0.0722169696347
46.2279119207,0.071505398292
46.4324602036,0.0707927546022
46.6370084864,0.0700795276178
46.8415567692,0.0693663128756
47.0461050521,0.0686540147007
47.2506533349,0.0679436873471
47.4552016177,0.0672360585913
47.6597499006,0.0665328229982
47.8642981834,0.0658353098537
48.0688464662,0.0651456934927
48.2733947491,0.0644662390885
48.4779430319,0.0637979571096
48.6824913147,0.0631415922967
48.8870395976,0.0624976554315
49.0915878804,0.0618665667732
49.2961361632,0.0612476101278
49.5006844461,0.060639589998
49.7052327289,0.0600410969027
49.9097810117,0.0594504965855
50.1143292946,0.0588665096043
50.3188775774,0.0582873464115
50.5234258603,0.0577111804235
50.7279741431,0.057136800442
50.9325224259,0.0565632687763
51.1370707088,0.0559894424434
51.3416189916,0.0554143520591
51.5461672744,0.0548373366445
51.7507155573,0.0542583918935
51.9552638401,0.0536776986529
52.1598121229,0.0530953133362
52.3643604058,0.0525115778012
52.5689086886,0.0519275267604
52.7734569714,0.0513445588025
52.9780052543,0.0507636984215
53.1825535371,0.0501859708797
53.3871018199,0.0496129833234
53.5916501028,0.0490458774297
53.7961983856,0.0484856237633
54.0007466685,0.047933183361
54.2052949513,0.0473894354869
54.4098432341,0.0468545744631
54.614391517,0.0463281278652
54.8189397998,0.0458101699132
55.0234880826,0.0453002860162
55.2280363655,0.0447977301826
55.4325846483,0.0443016837628
55.6371329311,0.0438113075392
55.841681214,0.0433244298327
56.0462294968,0.0428389068278
56.2507777796,0.0423535636429
56.4553260625,0.0418679961601
56.6598743453,0.0413815822401
56.8644226281,0.0408943070331
57.068970911,0.040405875782
57.2735191938,0.039915604909
57.4780674766,0.0394234266995
57.6826157595,0.038929306082
57.8871640423,0.0384331511207
58.0917123252,0.0379351947557
58.296260608,0.0374355548416
58.5008088908,0.0369347994612
58.7053571737,0.0364338467857
58.9099054565,0.0359331039914
59.1144537393,0.035433072182
59.3190020222,0.0349339658303
59.523550305,0.0344369649669
59.7280985878,0.0339432846394
59.9326468707,0.0334539989698
60.1371951535,0.0329700102016
60.3417434363,0.0324922421761
60.5462917192,0.0320202375693
60.750840002,0.0315539170217
60.9553882848,0.0310937102823
61.1599365677,0.030639610839
61.3644848505,0.0301913964647
61.5690331333,0.0297494531906
61.7735814162,0.0293140143861
61.978129699,0.0288855076774
62.1826779819,0.0284646422157
62.3872262647,0.0280521606643
62.5917745475,0.0276484150613
62.7963228304,0.0272543199963
63.0008711132,0.0268699338081
63.205419396,0.0264951722699
63.4099676789,0.0261294496147
63.6145159617,0.0257725835909
63.8190642445,0.0254237155951
64.0236125274,0.0250822326531
64.2281608102,0.0247470185497
64.432709093,0.0244172152592
64.6372573759,0.0240919438174
64.8418056587,0.0237698813137
65.0463539415,0.0234504873332
65.2509022244,0.0231333070729
65.4554505072,0.022818142995
65.65999879,0.0225045358137
65.8645470729,0.0221919837945
66.0690953557,0.0218804485978
66.2736436386,0.021570002985
66.4781919214,0.0212606306146
66.6827402042,0.0209526098524
66.8872884871,0.0206460134552
67.0918367699,0.0203412724218
67.2963850527,0.0200386919896
67.5009333356,0.0197386469641
67.7054816184,0.0194417104465
67.9100299012,0.0191482090175
68.1145781841,0.0188590853057
68.3191264669,0.0185747302314
68.5236747497,0.0182948554952
68.7282230326,0.0180204015338
68.9327713154,0.0177517380926
69.1373195982,0.0174894324044
69.3418678811,0.01723319162
69.5464161639,0.0169824281174
69.7509644467,0.0167367545759
69.9555127296,0.0164962492215
70.1600610124,0.0162609826048
70.3646092953,0.016030756192
70.5691575781,0.0158058158038
70.7737058609,0.0155861912636
70.9782541438,0.0153725356597
71.1828024266,0.0151644827686
71.3873507094,0.0149617609887
71.5918989923,0.0147640308939
71.7964472751,0.0145699040563
72.0009955579,0.0143790789087
72.2055438408,0.0141918220215
72.4100921236,0.0140092843392
72.6146404064,0.0138314714985
72.8191886893,0.0136584105806
73.0237369721,0.0134908707725
73.2282852549,0.0133289445219
73.4328335378,0.0131729214525
73.6373818206,0.013023584926
73.8419301034,0.0128811776965
74.0464783863,0.0127449383383
74.2510266691,0.0126147631858
74.455574952,0.0124906867232
74.6601232348,0.0123721908954
74.8646715176,0.0122589066249
