r,gle_g_AA,gle_g_BB,gle_g_AB,time_ps,gle_vacf
nan,nan,nan,nan,3.497775636479e+01,1.247490559896e-01
nan,nan,nan,nan,3.508003050621e+01,1.240348833779e-01
nan,nan,nan,nan,3.518230464763e+01,1.233251026591e-01
nan,nan,nan,nan,3.528457878904e+01,1.226196848418e-01
nan,nan,nan,nan,3.538685293046e+01,1.219185986419e-01
nan,nan,nan,nan,3.548912707188e+01,1.212217665865e-01
nan,nan,nan,nan,3.559140121330e+01,1.205291732134e-01
nan,nan,nan,nan,3.569367535471e+01,1.198407391543e-01
nan,nan,nan,nan,3.579594949613e+01,1.191564424946e-01
nan,nan,nan,nan,3.589822363755e+01,1.184762227374e-01
nan,nan,nan,nan,3.600049777897e+01,1.178000703710e-01
nan,nan,nan,nan,3.610277192038e+01,1.171279140194e-01
nan,nan,nan,nan,3.620504606180e+01,1.164596472672e-01
nan,nan,nan,nan,3.630732020322e+01,1.157951953800e-01
nan,nan,nan,nan,3.640959434464e+01,1.151344723840e-01
nan,nan,nan,nan,3.651186848605e+01,1.144774869120e-01
nan,nan,nan,nan,3.661414262747e+01,1.138242439299e-01
nan,nan,nan,nan,3.671641676889e+01,1.131747342640e-01
nan,nan,nan,nan,3.681869091031e+01,1.125289986770e-01
nan,nan,nan,nan,3.692096505172e+01,1.118870126716e-01
nan,nan,nan,nan,3.702323919314e+01,1.112488077774e-01
nan,nan,nan,nan,3.712551333456e+01,1.106144500524e-01
nan,nan,nan,nan,3.722778747598e+01,1.099840174181e-01
nan,nan,nan,nan,3.733006161739e+01,1.093575934569e-01
nan,nan,nan,nan,3.743233575881e+01,1.087352281875e-01
nan,nan,nan,nan,3.753460990023e+01,1.081169644351e-01
nan,nan,nan,nan,3.763688404165e+01,1.075028386485e-01
nan,nan,nan,nan,3.773915818306e+01,1.068928631513e-01
nan,nan,nan,nan,3.784143232448e+01,1.062869675816e-01
nan,nan,nan,nan,3.794370646590e+01,1.056851024668e-01
nan,nan,nan,nan,3.804598060732e+01,1.050872822172e-01
nan,nan,nan,nan,3.814825474873e+01,1.044935236247e-01
nan,nan,nan,nan,3.825052889015e+01,1.039037915019e-01
nan,nan,nan,nan,3.835280303157e+01,1.033180101004e-01
nan,nan,nan,nan,3.845507717299e+01,1.027361050234e-01
nan,nan,nan,nan,3.855735131440e+01,1.021580235854e-01
nan,nan,nan,nan,3.865962545582e+01,1.015837115225e-01
nan,nan,nan,nan,3.876189959724e+01,1.010131178193e-01
nan,nan,nan,nan,3.886417373866e+01,1.004462015874e-01
nan,nan,nan,nan,3.896644788007e+01,9.988291935825e-02
nan,nan,nan,nan,3.906872202149e+01,9.932315876464e-02
nan,nan,nan,nan,3.917099616291e+01,9.876684761032e-02
nan,nan,nan,nan,3.927327030433e+01,9.821390706988e-02
nan,nan,nan,nan,3.937554444575e+01,9.766418356592e-02
nan,nan,nan,nan,3.947781858716e+01,9.711751715528e-02
nan,nan,nan,nan,3.958009272858e+01,9.657375196641e-02
nan,nan,nan,nan,3.968236687000e+01,9.603271032791e-02
nan,nan,nan,nan,3.978464101142e+01,9.549430682409e-02
nan,nan,nan,nan,3.988691515283e+01,9.495848600088e-02
nan,nan,nan,nan,3.998918929425e+01,9.442517593617e-02
nan,nan,nan,nan,4.009146343567e+01,9.389429923240e-02
nan,nan,nan,nan,4.019373757709e+01,9.336576807539e-02
nan,nan,nan,nan,4.029601171850e+01,9.283956685998e-02
nan,nan,nan,nan,4.039828585992e+01,9.231559482299e-02
nan,nan,nan,nan,4.050056000134e+01,9.179376745052e-02
nan,nan,nan,nan,4.060283414276e+01,9.127406788291e-02
nan,nan,nan,nan,4.070510828417e+01,9.075652030388e-02
nan,nan,nan,nan,4.080738242559e+01,9.024107304749e-02
nan,nan,nan,nan,4.090965656701e+01,8.972768183899e-02
nan,nan,nan,nan,4.101193070843e+01,8.921631276343e-02
nan,nan,nan,nan,4.111420484984e+01,8.870689901229e-02
nan,nan,nan,nan,4.121647899126e+01,8.819947920164e-02
nan,nan,nan,nan,4.131875313268e+01,8.769410830795e-02
nan,nan,nan,nan,4.142102727410e+01,8.719081926046e-02
nan,nan,nan,nan,4.152330141551e+01,8.668956107700e-02
nan,nan,nan,nan,4.162557555693e+01,8.619021542329e-02
nan,nan,nan,nan,4.172784969835e+01,8.569273159913e-02
nan,nan,nan,nan,4.183012383977e+01,8.519703257328e-02
nan,nan,nan,nan,4.193239798118e+01,8.470311757198e-02
nan,nan,nan,nan,4.203467212260e+01,8.421094068087e-02
nan,nan,nan,nan,4.213694626402e+01,8.372039964151e-02
nan,nan,nan,nan,4.223922040544e+01,8.323145079478e-02
nan,nan,nan,nan,4.234149454685e+01,8.274407394365e-02
nan,nan,nan,nan,4.244376868827e+01,8.225815354213e-02
nan,nan,nan,nan,4.254604282969e+01,8.177363925894e-02
nan,nan,nan,nan,4.264831697111e+01,8.129054182454e-02
nan,nan,nan,nan,4.275059111252e+01,8.080887049266e-02
nan,nan,nan,nan,4.285286525394e+01,8.032856043398e-02
nan,nan,nan,nan,4.295513939536e+01,7.984961814870e-02
nan,nan,nan,nan,4.305741353678e+01,7.937209421030e-02
nan,nan,nan,nan,4.315968767819e+01,7.889598869417e-02
nan,nan,nan,nan,4.326196181961e+01,7.842127121812e-02
nan,nan,nan,nan,4.336423596103e+01,7.794801781829e-02
nan,nan,nan,nan,4.346651010245e+01,7.747634607566e-02
nan,nan,nan,nan,4.356878424386e+01,7.700634090969e-02
nan,nan,nan,nan,4.367105838528e+01,7.653800990615e-02
nan,nan,nan,nan,4.377333252670e+01,7.607136443696e-02
nan,nan,nan,nan,4.387560666812e+01,7.560647547681e-02
nan,nan,nan,nan,4.397788080953e+01,7.514335570217e-02
nan,nan,nan,nan,4.408015495095e+01,7.468201438940e-02
nan,nan,nan,nan,4.418242909237e+01,7.422248541713e-02
nan,nan,nan,nan,4.428470323379e+01,7.376476534832e-02
nan,nan,nan,nan,4.438697737520e+01,7.330886634583e-02
nan,nan,nan,nan,4.448925151662e+01,7.285476185709e-02
nan,nan,nan,nan,4.459152565804e+01,7.240246903662e-02
nan,nan,nan,nan,4.469379979946e+01,7.195198637791e-02
nan,nan,nan,nan,4.479607394087e+01,7.150335000185e-02
nan,nan,nan,nan,4.489834808229e+01,7.105648417454e-02
nan,nan,nan,nan,4.500062222371e+01,7.061137153984e-02
nan,nan,nan,nan,4.510289636513e+01,7.016792203375e-02
nan,nan,nan,nan,4.520517050654e+01,6.972609295105e-02
nan,nan,nan,nan,4.530744464796e+01,6.928584716819e-02
nan,nan,nan,nan,4.540971878938e+01,6.884709226602e-02
nan,nan,nan,nan,4.551199293080e+01,6.840972245209e-02
nan,nan,nan,nan,4.561426707221e+01,6.797366863642e-02
nan,nan,nan,nan,4.571654121363e+01,6.753886024191e-02
nan,nan,nan,nan,4.581881535505e+01,6.710526259594e-02
nan,nan,nan,nan,4.592108949647e+01,6.667278071819e-02
nan,nan,nan,nan,4.602336363788e+01,6.624134502630e-02
nan,nan,nan,nan,4.612563777930e+01,6.581087982816e-02
nan,nan,nan,nan,4.622791192072e+01,6.538133982327e-02
nan,nan,nan,nan,4.633018606214e+01,6.495268673440e-02
nan,nan,nan,nan,4.643246020355e+01,6.452494421769e-02
nan,nan,nan,nan,4.653473434497e+01,6.409812615133e-02
nan,nan,nan,nan,4.663700848639e+01,6.367223684280e-02
nan,nan,nan,nan,4.673928262781e+01,6.324729119839e-02
nan,nan,nan,nan,4.684155676922e+01,6.282330630999e-02
nan,nan,nan,nan,4.694383091064e+01,6.240035977775e-02
nan,nan,nan,nan,4.704610505206e+01,6.197851742948e-02
nan,nan,nan,nan,4.714837919348e+01,6.155790990111e-02
nan,nan,nan,nan,4.725065333489e+01,6.113872261738e-02
nan,nan,nan,nan,4.735292747631e+01,6.072104976407e-02
nan,nan,nan,nan,4.745520161773e+01,6.030495471035e-02
nan,nan,nan,nan,4.755747575915e+01,5.989052718921e-02
nan,nan,nan,nan,4.765974990056e+01,5.947789907273e-02
nan,nan,nan,nan,4.776202404198e+01,5.906713166234e-02
nan,nan,nan,nan,4.786429818340e+01,5.865827040462e-02
nan,nan,nan,nan,4.796657232482e+01,5.825135156071e-02
nan,nan,nan,nan,4.806884646623e+01,5.784646293232e-02
nan,nan,nan,nan,4.817112060765e+01,5.744361083576e-02
nan,nan,nan,nan,4.827339474907e+01,5.704277819367e-02
nan,nan,nan,nan,4.837566889049e+01,5.664396543060e-02
nan,nan,nan,nan,4.847794303190e+01,5.624717343751e-02
nan,nan,nan,nan,4.858021717332e+01,5.585241977056e-02
nan,nan,nan,nan,4.868249131474e+01,5.545972430948e-02
nan,nan,nan,nan,4.878476545616e+01,5.506913855615e-02
nan,nan,nan,nan,4.888703959757e+01,5.468073178855e-02
nan,nan,nan,nan,4.898931373899e+01,5.429449071545e-02
nan,nan,nan,nan,4.909158788041e+01,5.391043100864e-02
nan,nan,nan,nan,4.919386202183e+01,5.352863409658e-02
nan,nan,nan,nan,4.929613616324e+01,5.314910766080e-02
nan,nan,nan,nan,4.939841030466e+01,5.277189692430e-02
nan,nan,nan,nan,4.950068444608e+01,5.239706187264e-02
nan,nan,nan,nan,4.960295858750e+01,5.202467516394e-02
nan,nan,nan,nan,4.970523272891e+01,5.165474827121e-02
nan,nan,nan,nan,4.980750687033e+01,5.128728481847e-02
nan,nan,nan,nan,4.990978101175e+01,5.092228953271e-02
nan,nan,nan,nan,5.001205515317e+01,5.055970188545e-02
nan,nan,nan,nan,5.011432929458e+01,5.019948092139e-02
nan,nan,nan,nan,5.021660343600e+01,4.984151184803e-02
nan,nan,nan,nan,5.031887757742e+01,4.948570699089e-02
nan,nan,nan,nan,5.042115171884e+01,4.913195201856e-02
nan,nan,nan,nan,5.052342586025e+01,4.878013552585e-02
nan,nan,nan,nan,5.062570000167e+01,4.843017611870e-02
nan,nan,nan,nan,5.072797414309e+01,4.808205441286e-02
nan,nan,nan,nan,5.083024828451e+01,4.773574290158e-02
nan,nan,nan,nan,5.093252242592e+01,4.739117289422e-02
nan,nan,nan,nan,5.103479656734e+01,4.704824590829e-02
nan,nan,nan,nan,5.113707070876e+01,4.670691543465e-02
nan,nan,nan,nan,5.123934485018e+01,4.636717544022e-02
nan,nan,nan,nan,5.134161899159e+01,4.602897454412e-02
nan,nan,nan,nan,5.144389313301e+01,4.569231715953e-02
nan,nan,nan,nan,5.154616727443e+01,4.535719227430e-02
nan,nan,nan,nan,5.164844141585e+01,4.502365657288e-02
nan,nan,nan,nan,5.175071555726e+01,4.469176044636e-02
nan,nan,nan,nan,5.185298969868e+01,4.436150587386e-02
nan,nan,nan,nan,5.195526384010e+01,4.403297680341e-02
nan,nan,nan,nan,5.205753798152e+01,4.370620019441e-02
nan,nan,nan,nan,5.215981212293e+01,4.338128194157e-02
nan,nan,nan,nan,5.226208626435e+01,4.305828132921e-02
nan,nan,nan,nan,5.236436040577e+01,4.273726785547e-02
nan,nan,nan,nan,5.246663454719e+01,4.241827367981e-02
nan,nan,nan,nan,5.256890868861e+01,4.210135619191e-02
nan,nan,nan,nan,5.267118283002e+01,4.178659853560e-02
nan,nan,nan,nan,5.277345697144e+01,4.147405713765e-02
nan,nan,nan,nan,5.287573111286e+01,4.116376644179e-02
nan,nan,nan,nan,5.297800525428e+01,4.085584107838e-02
nan,nan,nan,nan,5.308027939569e+01,4.055033637566e-02
nan,nan,nan,nan,5.318255353711e+01,4.024728489407e-02
nan,nan,nan,nan,5.328482767853e+01,3.994671542622e-02
nan,nan,nan,nan,5.338710181995e+01,3.964859855894e-02
nan,nan,nan,nan,5.348937596136e+01,3.935287944983e-02
nan,nan,nan,nan,5.359165010278e+01,3.905954115749e-02
nan,nan,nan,nan,5.369392424420e+01,3.876854951200e-02
nan,nan,nan,nan,5.379619838562e+01,3.847993381883e-02
nan,nan,nan,nan,5.389847252703e+01,3.819370530133e-02
nan,nan,nan,nan,5.400074666845e+01,3.790987155980e-02
nan,nan,nan,nan,5.410302080987e+01,3.762840557560e-02
nan,nan,nan,nan,5.420529495129e+01,3.734934298665e-02
nan,nan,nan,nan,5.430756909270e+01,3.707263967755e-02
nan,nan,nan,nan,5.440984323412e+01,3.679821945025e-02
nan,nan,nan,nan,5.451211737554e+01,3.652599479676e-02
nan,nan,nan,nan,5.461439151696e+01,3.625586992865e-02
nan,nan,nan,nan,5.471666565837e+01,3.598777605152e-02
nan,nan,nan,nan,5.481893979979e+01,3.572167235390e-02
nan,nan,nan,nan,5.492121394121e+01,3.545748141998e-02
nan,nan,nan,nan,5.502348808263e+01,3.519508902215e-02
nan,nan,nan,nan,5.512576222404e+01,3.493438617362e-02
nan,nan,nan,nan,5.522803636546e+01,3.467532642535e-02
nan,nan,nan,nan,5.533031050688e+01,3.441784679435e-02
nan,nan,nan,nan,5.543258464830e+01,3.416190599407e-02
nan,nan,nan,nan,5.553485878971e+01,3.390743151498e-02
nan,nan,nan,nan,5.563713293113e+01,3.365443592883e-02
nan,nan,nan,nan,5.573940707255e+01,3.340289653528e-02
nan,nan,nan,nan,5.584168121397e+01,3.315281580468e-02
nan,nan,nan,nan,5.594395535538e+01,3.290423755295e-02
nan,nan,nan,nan,5.604622949680e+01,3.265713668085e-02
nan,nan,nan,nan,5.614850363822e+01,3.241143752340e-02
nan,nan,nan,nan,5.625077777964e+01,3.216705770379e-02
nan,nan,nan,nan,5.635305192105e+01,3.192394381585e-02
nan,nan,nan,nan,5.645532606247e+01,3.168202394568e-02
nan,nan,nan,nan,5.655760020389e+01,3.144121043976e-02
nan,nan,nan,nan,5.665987434531e+01,3.120140349394e-02
nan,nan,nan,nan,5.676214848672e+01,3.096252890014e-02
nan,nan,nan,nan,5.686442262814e+01,3.072449677085e-02
nan,nan,nan,nan,5.696669676956e+01,3.048736056878e-02
nan,nan,nan,nan,5.706897091098e+01,3.025112286502e-02
nan,nan,nan,nan,5.717124505239e+01,3.001573045162e-02
nan,nan,nan,nan,5.727351919381e+01,2.978113200509e-02
nan,nan,nan,nan,5.737579333523e+01,2.954728216661e-02
nan,nan,nan,nan,5.747806747665e+01,2.931415297773e-02
nan,nan,nan,nan,5.758034161806e+01,2.908170848679e-02
nan,nan,nan,nan,5.768261575948e+01,2.884998552965e-02
nan,nan,nan,nan,5.778488990090e+01,2.861900484506e-02
nan,nan,nan,nan,5.788716404232e+01,2.838872682820e-02
nan,nan,nan,nan,5.798943818373e+01,2.815917023051e-02
nan,nan,nan,nan,5.809171232515e+01,2.793044987695e-02
nan,nan,nan,nan,5.819398646657e+01,2.770270722698e-02
nan,nan,nan,nan,5.829626060799e+01,2.747598127488e-02
nan,nan,nan,nan,5.839853474940e+01,2.725027397141e-02
nan,nan,nan,nan,5.850080889082e+01,2.702556976439e-02
nan,nan,nan,nan,5.860308303224e+01,2.680191963094e-02
nan,nan,nan,nan,5.870535717366e+01,2.657933925411e-02
nan,nan,nan,nan,5.880763131507e+01,2.635771548377e-02
nan,nan,nan,nan,5.890990545649e+01,2.613706639976e-02
nan,nan,nan,nan,5.901217959791e+01,2.591744551944e-02
nan,nan,nan,nan,5.911445373933e+01,2.569888415553e-02
nan,nan,nan,nan,5.921672788074e+01,2.548139323075e-02
nan,nan,nan,nan,5.931900202216e+01,2.526494687128e-02
nan,nan,nan,nan,5.942127616358e+01,2.504952848761e-02
nan,nan,nan,nan,5.952355030500e+01,2.483514919861e-02
nan,nan,nan,nan,5.962582444641e+01,2.462174386158e-02
nan,nan,nan,nan,5.972809858783e+01,2.440937316907e-02
nan,nan,nan,nan,5.983037272925e+01,2.419813193886e-02
nan,nan,nan,nan,5.993264687067e+01,2.398806478357e-02
nan,nan,nan,nan,6.003492101208e+01,2.377919704669e-02
nan,nan,nan,nan,6.013719515350e+01,2.357157716026e-02
nan,nan,nan,nan,6.023946929492e+01,2.336529989614e-02
nan,nan,nan,nan,6.034174343634e+01,2.316046803251e-02
nan,nan,nan,nan,6.044401757775e+01,2.295711835595e-02
nan,nan,nan,nan,6.054629171917e+01,2.275531161112e-02
nan,nan,nan,nan,6.064856586059e+01,2.255506654273e-02
nan,nan,nan,nan,6.075084000201e+01,2.235637928648e-02
nan,nan,nan,nan,6.085311414342e+01,2.215929031066e-02
nan,nan,nan,nan,6.095538828484e+01,2.196375504027e-02
nan,nan,nan,nan,6.105766242626e+01,2.176981648381e-02
nan,nan,nan,nan,6.115993656768e+01,2.157748496323e-02
nan,nan,nan,nan,6.126221070909e+01,2.138680597360e-02
nan,nan,nan,nan,6.136448485051e+01,2.119778498728e-02
nan,nan,nan,nan,6.146675899193e+01,2.101041528123e-02
nan,nan,nan,nan,6.156903313335e+01,2.082473744299e-02
nan,nan,nan,nan,6.167130727476e+01,2.064077165202e-02
nan,nan,nan,nan,6.177358141618e+01,2.045859050757e-02
nan,nan,nan,nan,6.187585555760e+01,2.027827716933e-02
nan,nan,nan,nan,6.197812969902e+01,2.009982795331e-02
nan,nan,nan,nan,6.208040384043e+01,1.992324962560e-02
nan,nan,nan,nan,6.218267798185e+01,1.974859323800e-02
nan,nan,nan,nan,6.228495212327e+01,1.957589617864e-02
nan,nan,nan,nan,6.238722626469e+01,1.940514900996e-02
nan,nan,nan,nan,6.248950040610e+01,1.923633238657e-02
nan,nan,nan,nan,6.259177454752e+01,1.906944300922e-02
nan,nan,nan,nan,6.269404868894e+01,1.890447882055e-02
nan,nan,nan,nan,6.279632283036e+01,1.874147204444e-02
nan,nan,nan,nan,6.289859697177e+01,1.858044883636e-02
nan,nan,nan,nan,6.300087111319e+01,1.842141239045e-02
nan,nan,nan,nan,6.310314525461e+01,1.826440627378e-02
nan,nan,nan,nan,6.320541939603e+01,1.810946190953e-02
nan,nan,nan,nan,6.330769353744e+01,1.795659956742e-02
nan,nan,nan,nan,6.340996767886e+01,1.780580032503e-02
nan,nan,nan,nan,6.351224182028e+01,1.765708625732e-02
nan,nan,nan,nan,6.361451596170e+01,1.751045376896e-02
nan,nan,nan,nan,6.371679010311e+01,1.736592837511e-02
nan,nan,nan,nan,6.381906424453e+01,1.722357145498e-02
nan,nan,nan,nan,6.392133838595e+01,1.708338984566e-02
nan,nan,nan,nan,6.402361252737e+01,1.694535689990e-02
nan,nan,nan,nan,6.412588666878e+01,1.680952380444e-02
nan,nan,nan,nan,6.422816081020e+01,1.667590834652e-02
nan,nan,nan,nan,6.433043495162e+01,1.654449710648e-02
nan,nan,nan,nan,6.443270909304e+01,1.641529065167e-02
nan,nan,nan,nan,6.453498323445e+01,1.628823357126e-02
nan,nan,nan,nan,6.463725737587e+01,1.616325813477e-02
nan,nan,nan,nan,6.473953151729e+01,1.604033751669e-02
nan,nan,nan,nan,6.484180565871e+01,1.591946381461e-02
nan,nan,nan,nan,6.494407980012e+01,1.580060635946e-02
nan,nan,nan,nan,6.504635394154e+01,1.568368592316e-02
nan,nan,nan,nan,6.514862808296e+01,1.556857514858e-02
nan,nan,nan,nan,6.525090222438e+01,1.545514143791e-02
nan,nan,nan,nan,6.535317636579e+01,1.534329557527e-02
nan,nan,nan,nan,6.545545050721e+01,1.523308043734e-02
nan,nan,nan,nan,6.555772464863e+01,1.512442576480e-02
nan,nan,nan,nan,6.565999879005e+01,1.501731614612e-02
nan,nan,nan,nan,6.576227293147e+01,1.491176627030e-02
nan,nan,nan,nan,6.586454707288e+01,1.480778131513e-02
nan,nan,nan,nan,6.596682121430e+01,1.470530621718e-02
nan,nan,nan,nan,6.606909535572e+01,1.460429534808e-02
nan,nan,nan,nan,6.617136949714e+01,1.450472091312e-02
nan,nan,nan,nan,6.627364363855e+01,1.440654451373e-02
nan,nan,nan,nan,6.637591777997e+01,1.430975875030e-02
nan,nan,nan,nan,6.647819192139e+01,1.421427435709e-02
nan,nan,nan,nan,6.658046606281e+01,1.411995159520e-02
nan,nan,nan,nan,6.668274020422e+01,1.402674258081e-02
nan,nan,nan,nan,6.678501434564e+01,1.393460216954e-02
nan,nan,nan,nan,6.688728848706e+01,1.384344961081e-02
nan,nan,nan,nan,6.698956262848e+01,1.375315203287e-02
nan,nan,nan,nan,6.709183676989e+01,1.366357844996e-02
nan,nan,nan,nan,6.719411091131e+01,1.357453484439e-02
nan,nan,nan,nan,6.729638505273e+01,1.348590252209e-02
nan,nan,nan,nan,6.739865919415e+01,1.339766471704e-02
nan,nan,nan,nan,6.750093333556e+01,1.330970853384e-02
nan,nan,nan,nan,6.760320747698e+01,1.322201916147e-02
nan,nan,nan,nan,6.770548161840e+01,1.313463272048e-02
nan,nan,nan,nan,6.780775575982e+01,1.304754708707e-02
nan,nan,nan,nan,6.791002990123e+01,1.296073112085e-02
nan,nan,nan,nan,6.801230404265e+01,1.287417624867e-02
nan,nan,nan,nan,6.811457818407e+01,1.278791433255e-02
nan,nan,nan,nan,6.821685232549e+01,1.270201350614e-02
nan,nan,nan,nan,6.831912646690e+01,1.261646478875e-02
nan,nan,nan,nan,6.842140060832e+01,1.253130794125e-02
nan,nan,nan,nan,6.852367474974e+01,1.244658537191e-02
nan,nan,nan,nan,6.862594889116e+01,1.236232999717e-02
nan,nan,nan,nan,6.872822303257e+01,1.227858502188e-02
nan,nan,nan,nan,6.883049717399e+01,1.219536408858e-02
nan,nan,nan,nan,6.893277131541e+01,1.211270619130e-02
nan,nan,nan,nan,6.903504545683e+01,1.203058282785e-02
nan,nan,nan,nan,6.913731959824e+01,1.194897171853e-02
nan,nan,nan,nan,6.923959373966e+01,1.186783569072e-02
nan,nan,nan,nan,6.934186788108e+01,1.178718115081e-02
nan,nan,nan,nan,6.944414202250e+01,1.170709522155e-02
nan,nan,nan,nan,6.954641616391e+01,1.162764167267e-02
nan,nan,nan,nan,6.964869030533e+01,1.154889497938e-02
nan,nan,nan,nan,6.975096444675e+01,1.147095501337e-02
nan,nan,nan,nan,6.985323858817e+01,1.139387693312e-02
nan,nan,nan,nan,6.995551272958e+01,1.131767758676e-02
nan,nan,nan,nan,7.005778687100e+01,1.124246084978e-02
nan,nan,nan,nan,7.016006101242e+01,1.116830276002e-02
nan,nan,nan,nan,7.026233515384e+01,1.109517504648e-02
nan,nan,nan,nan,7.036460929525e+01,1.102305962186e-02
nan,nan,nan,nan,7.046688343667e+01,1.095194099407e-02
nan,nan,nan,nan,7.056915757809e+01,1.088183583537e-02
nan,nan,nan,nan,7.067143171951e+01,1.081279584639e-02
nan,nan,nan,nan,7.077370586092e+01,1.074490045644e-02
nan,nan,nan,nan,7.087598000234e+01,1.067816457081e-02
nan,nan,nan,nan,7.097825414376e+01,1.061255722192e-02
nan,nan,nan,nan,7.108052828518e+01,1.054807806009e-02
nan,nan,nan,nan,7.118280242659e+01,1.048463354608e-02
nan,nan,nan,nan,7.128507656801e+01,1.042208649080e-02
nan,nan,nan,nan,7.138735070943e+01,1.036028540707e-02
nan,nan,nan,nan,7.148962485085e+01,1.029914813255e-02
nan,nan,nan,nan,7.159189899226e+01,1.023861619732e-02
nan,nan,nan,nan,7.169417313368e+01,1.017866529558e-02
nan,nan,nan,nan,7.179644727510e+01,1.011931167339e-02
nan,nan,nan,nan,7.189872141652e+01,1.006054361039e-02
nan,nan,nan,nan,7.200099555793e+01,1.000232993896e-02
nan,nan,nan,nan,7.210326969935e+01,9.944558710301e-03
nan,nan,nan,nan,7.220554384077e+01,9.887177816940e-03
nan,nan,nan,nan,7.230781798219e+01,9.830111796411e-03
nan,nan,nan,nan,7.241009212360e+01,9.773294565027e-03
nan,nan,nan,nan,7.251236626502e+01,9.716638320309e-03
nan,nan,nan,nan,7.261464040644e+01,9.660097127214e-03
nan,nan,nan,nan,7.271691454786e+01,9.603587802354e-03
nan,nan,nan,nan,7.281918868927e+01,9.546988749789e-03
nan,nan,nan,nan,7.292146283069e+01,9.490175516603e-03
nan,nan,nan,nan,7.302373697211e+01,9.433125145256e-03
nan,nan,nan,nan,7.312601111353e+01,9.375861798474e-03
nan,nan,nan,nan,7.322828525494e+01,9.318366501547e-03
nan,nan,nan,nan,7.333055939636e+01,9.260556089563e-03
nan,nan,nan,nan,7.343283353778e+01,9.202414663499e-03
nan,nan,nan,nan,7.353510767920e+01,9.143969306587e-03
nan,nan,nan,nan,7.363738182061e+01,9.085228544597e-03
nan,nan,nan,nan,7.373965596203e+01,9.026171586644e-03
nan,nan,nan,nan,7.384193010345e+01,8.966772287915e-03
nan,nan,nan,nan,7.394420424487e+01,8.907014198683e-03
nan,nan,nan,nan,7.404647838628e+01,8.846860905153e-03
nan,nan,nan,nan,7.414875252770e+01,8.786270221996e-03
nan,nan,nan,nan,7.425102666912e+01,8.725226196134e-03
nan,nan,nan,nan,7.435330081054e+01,8.663747333170e-03
nan,nan,nan,nan,7.445557495195e+01,8.601870619253e-03
nan,nan,nan,nan,7.455784909337e+01,8.539583806757e-03
nan,nan,nan,nan,7.466012323479e+01,8.476912321554e-03
nan,nan,nan,nan,7.476239737621e+01,8.413821467065e-03
nan,nan,nan,nan,7.486467151762e+01,8.350324853844e-03
nan,nan,nan,nan,7.496694565904e+01,8.286426318312e-03
nan,nan,nan,nan,7.506921980046e+01,8.222100524421e-03
nan,nan,nan,nan,7.517149394188e+01,8.157357997194e-03
nan,nan,nan,nan,7.527376808329e+01,8.092287725502e-03
nan,nan,nan,nan,7.537604222471e+01,8.026918675950e-03
nan,nan,nan,nan,7.547831636613e+01,7.961278357560e-03
nan,nan,nan,nan,7.558059050755e+01,7.895461397071e-03
nan,nan,nan,nan,7.568286464896e+01,7.829520539038e-03
nan,nan,nan,nan,7.578513879038e+01,7.763472870658e-03
nan,nan,nan,nan,7.588741293180e+01,7.697435170202e-03
nan,nan,nan,nan,7.598968707322e+01,7.631504274207e-03
nan,nan,nan,nan,7.609196121463e+01,7.565731780684e-03
nan,nan,nan,nan,7.619423535605e+01,7.500113774127e-03
nan,nan,nan,nan,7.629650949747e+01,7.434696797797e-03
nan,nan,nan,nan,7.639878363889e+01,7.369498069192e-03
nan,nan,nan,nan,7.650105778030e+01,7.304543225843e-03
nan,nan,nan,nan,7.660333192172e+01,7.239885648559e-03
nan,nan,nan,nan,7.670560606314e+01,7.175452592236e-03
nan,nan,nan,nan,7.680788020456e+01,7.111137156400e-03
nan,nan,nan,nan,7.691015434597e+01,7.046884075581e-03
nan,nan,nan,nan,7.701242848739e+01,6.982679965874e-03
nan,nan,nan,nan,7.711470262881e+01,6.918531923580e-03
nan,nan,nan,nan,7.721697677023e+01,6.854442111504e-03
nan,nan,nan,nan,7.731925091164e+01,6.790383732833e-03
nan,nan,nan,nan,7.742152505306e+01,6.726335898805e-03
nan,nan,nan,nan,7.752379919448e+01,6.662314588468e-03
nan,nan,nan,nan,7.762607333590e+01,6.598277105498e-03
nan,nan,nan,nan,7.772834747731e+01,6.534256743666e-03
nan,nan,nan,nan,7.783062161873e+01,6.470237846176e-03
nan,nan,nan,nan,7.793289576015e+01,6.406223199551e-03
nan,nan,nan,nan,7.803516990157e+01,6.342228200919e-03
nan,nan,nan,nan,7.813744404298e+01,6.278182430179e-03
nan,nan,nan,nan,7.823971818440e+01,6.213970179841e-03
nan,nan,nan,nan,7.834199232582e+01,6.149530719134e-03
nan,nan,nan,nan,7.844426646724e+01,6.084906842064e-03
nan,nan,nan,nan,7.854654060865e+01,6.020129816850e-03
nan,nan,nan,nan,7.864881475007e+01,5.955209997922e-03
nan,nan,nan,nan,7.875108889149e+01,5.890178197823e-03
nan,nan,nan,nan,7.885336303291e+01,5.825064350159e-03
nan,nan,nan,nan,7.895563717433e+01,5.759867612026e-03
nan,nan,nan,nan,7.905791131574e+01,5.694575192706e-03
nan,nan,nan,nan,7.916018545716e+01,5.629126020306e-03
nan,nan,nan,nan,7.926245959858e+01,5.563470870453e-03
nan,nan,nan,nan,7.936473374000e+01,5.497530148000e-03
nan,nan,nan,nan,7.946700788141e+01,5.431246505452e-03
