epoch,loss
3.020000000000e+02,1.112267807652e-04
3.030000000000e+02,1.275322015590e-03
3.040000000000e+02,1.860961496987e-04
3.050000000000e+02,1.009771197191e-03
3.060000000000e+02,3.519302337021e-04
3.070000000000e+02,4.073566519240e-04
3.080000000000e+02,7.512533055647e-04
3.090000000000e+02,1.363747482151e-04
3.100000000000e+02,5.375319831731e-04
3.110000000000e+02,3.957078326815e-04
3.120000000000e+02,1.599467102753e-04
3.130000000000e+02,6.561139496145e-04
3.140000000000e+02,1.286393589269e-04
3.150000000000e+02,3.976641272596e-04
3.160000000000e+02,3.434680024341e-04
3.170000000000e+02,1.718715535561e-04
3.180000000000e+02,4.232193295640e-04
3.190000000000e+02,1.814935920377e-04
3.200000000000e+02,2.226788384688e-04
3.210000000000e+02,2.760599885914e-04
3.220000000000e+02,1.073434910289e-04
3.230000000000e+02,2.031067539008e-04
3.240000000000e+02,1.836161658424e-04
3.250000000000e+02,1.064488452460e-04
3.260000000000e+02,2.057773022088e-04
3.270000000000e+02,1.411045130291e-04
3.280000000000e+02,1.254935533488e-04
3.290000000000e+02,1.710830299942e-04
3.300000000000e+02,9.662346622684e-05
3.310000000000e+02,1.186555745085e-04
3.320000000000e+02,1.299097270741e-04
3.330000000000e+02,8.589417837347e-05
3.340000000000e+02,1.263555021993e-04
3.350000000000e+02,1.079922710891e-04
3.360000000000e+02,8.929184381997e-05
3.370000000000e+02,1.130765323269e-04
3.380000000000e+02,8.026018907024e-05
3.390000000000e+02,8.661887750719e-05
3.400000000000e+02,9.394403678678e-05
3.410000000000e+02,7.343687364815e-05
3.420000000000e+02,9.019131644872e-05
3.430000000000e+02,8.032752201433e-05
3.440000000000e+02,7.174666744546e-05
3.450000000000e+02,8.053236811646e-05
3.460000000000e+02,6.545389910958e-05
3.470000000000e+02,7.024620712050e-05
3.480000000000e+02,7.099674186245e-05
3.490000000000e+02,6.243759978123e-05
3.500000000000e+02,6.926642329499e-05
3.510000000000e+02,6.115060165547e-05
3.520000000000e+02,5.951879521935e-05
3.530000000000e+02,6.108404584056e-05
3.540000000000e+02,5.414740228211e-05
3.550000000000e+02,5.793866838060e-05
3.560000000000e+02,5.441448532823e-05
3.570000000000e+02,5.219889464602e-05
3.580000000000e+02,5.323705095562e-05
3.590000000000e+02,4.793747480358e-05
3.600000000000e+02,4.921466709089e-05
3.610000000000e+02,4.703355514589e-05
3.620000000000e+02,4.542828213582e-05
3.630000000000e+02,4.597112568000e-05
3.640000000000e+02,4.190887427883e-05
3.650000000000e+02,4.042658818306e-05
3.660000000000e+02,3.899752077203e-05
3.670000000000e+02,3.729063077216e-05
3.680000000000e+02,3.880636842253e-05
3.690000000000e+02,3.650085158750e-05
3.700000000000e+02,3.605391205025e-05
3.710000000000e+02,3.410766489423e-05
3.720000000000e+02,3.256137773415e-05
3.730000000000e+02,3.282116593741e-05
3.740000000000e+02,3.138444050932e-05
3.750000000000e+02,3.143954037213e-05
3.760000000000e+02,2.968551011189e-05
3.770000000000e+02,2.859201316531e-05
3.780000000000e+02,2.783245227268e-05
3.790000000000e+02,2.680058408669e-05
3.800000000000e+02,2.670154699704e-05
3.810000000000e+02,2.535628939680e-05
3.820000000000e+02,2.471931292410e-05
3.830000000000e+02,2.355548086489e-05
3.840000000000e+02,2.289351780689e-05
3.850000000000e+02,2.241094181838e-05
3.860000000000e+02,2.154253507642e-05
3.870000000000e+02,2.093797141671e-05
3.880000000000e+02,1.982295643967e-05
3.890000000000e+02,1.931426335975e-05
3.900000000000e+02,1.856348066265e-05
3.910000000000e+02,1.805333631457e-05
3.920000000000e+02,1.730945458254e-05
3.930000000000e+02,1.654682474872e-05
3.940000000000e+02,1.596056717899e-05
3.950000000000e+02,1.533070942600e-05
3.960000000000e+02,1.487880625288e-05
3.970000000000e+02,1.415820525118e-05
3.980000000000e+02,1.361179839942e-05
3.990000000000e+02,1.296139565800e-05
4.000000000000e+02,1.251427457626e-05
4.010000000000e+02,1.187651450998e-05
4.020000000000e+02,1.115069377770e-05
4.030000000000e+02,1.071479059847e-05
4.040000000000e+02,1.035408470000e-05
4.050000000000e+02,9.624795503031e-06
4.060000000000e+02,9.574012849575e-06
4.070000000000e+02,9.056972747441e-06
4.080000000000e+02,8.934936988831e-06
4.090000000000e+02,8.228377588441e-06
4.100000000000e+02,7.895373427792e-06
4.110000000000e+02,7.367366870034e-06
4.120000000000e+02,7.130330717871e-06
4.130000000000e+02,6.730709335244e-06
4.140000000000e+02,6.309003975442e-06
4.150000000000e+02,5.857306344525e-06
4.160000000000e+02,5.437926519289e-06
4.170000000000e+02,5.162156762621e-06
4.180000000000e+02,4.794647089097e-06
4.190000000000e+02,4.490190625476e-06
4.200000000000e+02,4.061175410135e-06
4.210000000000e+02,3.802138971279e-06
4.220000000000e+02,4.615557796351e-06
4.230000000000e+02,6.648566278867e-06
4.240000000000e+02,4.400969501190e-06
4.250000000000e+02,6.025616776684e-06
4.260000000000e+02,3.246375796219e-06
4.270000000000e+02,4.562376468281e-06
4.280000000000e+02,3.289700863961e-06
4.290000000000e+02,4.527680846498e-06
4.300000000000e+02,3.037523165321e-06
4.310000000000e+02,3.362585973566e-06
4.320000000000e+02,2.396745908992e-06
4.330000000000e+02,3.102454160451e-06
4.340000000000e+02,2.478648461406e-06
4.350000000000e+02,2.570784144196e-06
4.360000000000e+02,1.793046338604e-06
4.370000000000e+02,2.040887908654e-06
4.380000000000e+02,1.742683863303e-06
4.390000000000e+02,1.885978206789e-06
4.400000000000e+02,1.351158469673e-06
4.410000000000e+02,1.369160898185e-06
4.420000000000e+02,1.124272616478e-06
4.430000000000e+02,1.298457761143e-06
4.440000000000e+02,9.666041861168e-07
4.450000000000e+02,9.502648672096e-07
4.460000000000e+02,6.873739597397e-07
4.470000000000e+02,8.325529141132e-07
4.480000000000e+02,6.321457457294e-07
4.490000000000e+02,6.551406121528e-07
4.500000000000e+02,4.149960219492e-07
4.510000000000e+02,5.129958854839e-07
4.520000000000e+02,1.313070866929e-06
4.530000000000e+02,2.045897859113e-06
4.540000000000e+02,9.991603316706e-07
4.550000000000e+02,1.531555250789e-06
4.560000000000e+02,2.981814568460e-07
4.570000000000e+02,1.128212050100e-06
4.580000000000e+02,7.231564940348e-07
4.590000000000e+02,1.072956838972e-06
4.600000000000e+02,3.627514523535e-07
4.610000000000e+02,5.727560646890e-07
4.620000000000e+02,5.078906600645e-07
4.630000000000e+02,6.606333733146e-07
4.640000000000e+02,4.148607895883e-07
4.650000000000e+02,2.628682765604e-07
4.660000000000e+02,3.636771457996e-07
4.670000000000e+02,3.414346485908e-07
4.680000000000e+02,3.961739953753e-07
4.690000000000e+02,1.187421124337e-07
4.700000000000e+02,2.600554537627e-07
4.710000000000e+02,1.520821411573e-07
4.720000000000e+02,3.146580070898e-07
4.730000000000e+02,6.962581567370e-08
4.740000000000e+02,2.043051143522e-06
4.750000000000e+02,3.940527454408e-06
4.760000000000e+02,5.089072533201e-07
4.770000000000e+02,3.239691714404e-06
4.780000000000e+02,2.430114247117e-07
4.790000000000e+02,2.292833184809e-06
4.800000000000e+02,7.764461077294e-07
4.810000000000e+02,1.734662266674e-06
4.820000000000e+02,8.442728955556e-07
4.830000000000e+02,9.058092380826e-07
4.840000000000e+02,1.128527596660e-06
4.850000000000e+02,6.373736513158e-07
4.860000000000e+02,1.159180226279e-06
4.870000000000e+02,1.955029231812e-07
4.880000000000e+02,1.079314722708e-06
4.890000000000e+02,2.195938547390e-07
4.900000000000e+02,9.478137843170e-07
4.910000000000e+02,1.312256523207e-07
4.920000000000e+02,6.687956338661e-07
4.930000000000e+02,2.762062273206e-07
4.940000000000e+02,4.853191100372e-07
4.950000000000e+02,3.084133726955e-07
4.960000000000e+02,2.397424067629e-07
4.970000000000e+02,3.870599425136e-07
4.980000000000e+02,1.556352916112e-07
4.990000000000e+02,3.616261858856e-07
5.000000000000e+02,5.651611366030e-08
5.010000000000e+02,3.173466575448e-07
5.020000000000e+02,8.655103951226e-08
5.030000000000e+02,2.315781931459e-07
5.040000000000e+02,8.406484158378e-08
5.050000000000e+02,1.400735191990e-07
5.060000000000e+02,1.333036214745e-07
5.070000000000e+02,7.708647484594e-08
5.080000000000e+02,1.283852845879e-07
5.090000000000e+02,2.977340520299e-08
5.100000000000e+02,1.281639625871e-07
5.110000000000e+02,2.745789975269e-08
5.120000000000e+02,8.961748058114e-08
5.130000000000e+02,2.757232853407e-08
5.140000000000e+02,5.929015844624e-08
5.150000000000e+02,4.740860169351e-08
5.160000000000e+02,2.542506270814e-08
5.170000000000e+02,4.717566424706e-08
5.180000000000e+02,1.125627143302e-08
5.190000000000e+02,4.844946451813e-08
5.200000000000e+02,6.584989548166e-09
5.210000000000e+02,3.087119135293e-08
5.220000000000e+02,1.200202928865e-08
5.230000000000e+02,1.966980563657e-08
5.240000000000e+02,1.781845417276e-08
5.250000000000e+02,5.249404118724e-09
5.260000000000e+02,1.954494480221e-08
5.270000000000e+02,3.021731360621e-09
5.280000000000e+02,1.670116083697e-08
5.290000000000e+02,2.005224811667e-09
5.300000000000e+02,9.782674659281e-09
5.310000000000e+02,6.785084797843e-09
5.320000000000e+02,4.384163100073e-09
5.330000000000e+02,7.802186341723e-09
5.340000000000e+02,5.747341565706e-10
5.350000000000e+02,8.239878558143e-09
5.360000000000e+02,1.065949846803e-09
5.370000000000e+02,4.954202949502e-09
5.380000000000e+02,2.159863224657e-09
5.390000000000e+02,2.521716454953e-09
5.400000000000e+02,4.019237851058e-09
5.410000000000e+02,3.636808168095e-10
5.420000000000e+02,3.649280074021e-09
5.430000000000e+02,5.062841225125e-10
5.440000000000e+02,2.829605054043e-09
5.450000000000e+02,1.118268621518e-09
5.460000000000e+02,1.070950858109e-09
5.470000000000e+02,1.993740820829e-09
5.480000000000e+02,4.416588118613e-10
5.490000000000e+02,1.904036324936e-09
5.500000000000e+02,1.957514130982e-10
5.510000000000e+02,1.354239834627e-09
5.520000000000e+02,8.072292538136e-10
5.530000000000e+02,5.574197196792e-10
5.540000000000e+02,9.952755889120e-10
5.550000000000e+02,1.991507743088e-10
5.560000000000e+02,1.043850898882e-09
5.570000000000e+02,2.257519549381e-10
5.580000000000e+02,5.655394197551e-10
5.590000000000e+02,4.767561158949e-10
5.600000000000e+02,2.741802553384e-10
5.610000000000e+02,5.827555868713e-10
5.620000000000e+02,7.406598743338e-11
5.630000000000e+02,4.707386214567e-10
5.640000000000e+02,2.045255416407e-10
5.650000000000e+02,2.413891726237e-10
5.660000000000e+02,2.761498672615e-10
5.670000000000e+02,8.304078155630e-11
5.680000000000e+02,3.186957568947e-10
5.690000000000e+02,6.778548807621e-11
5.700000000000e+02,1.838872385991e-10
5.710000000000e+02,1.330014716706e-10
5.720000000000e+02,8.452610761717e-11
5.730000000000e+02,1.713513625385e-10
5.740000000000e+02,2.063541052803e-11
5.750000000000e+02,1.307943771031e-10
5.760000000000e+02,6.047558876903e-11
5.770000000000e+02,6.067494694406e-11
5.780000000000e+02,8.259746544833e-11
5.790000000000e+02,1.514485052004e-11
5.800000000000e+02,8.606041615750e-11
5.810000000000e+02,2.096650756081e-11
5.820000000000e+02,3.918983217195e-11
5.830000000000e+02,4.270134883842e-11
5.840000000000e+02,1.323537927822e-11
5.850000000000e+02,4.803346164980e-11
5.860000000000e+02,5.070952858835e-12
5.870000000000e+02,2.810575426248e-11
5.880000000000e+02,2.323559837318e-11
5.890000000000e+02,7.118661936519e-12
5.900000000000e+02,2.591490406311e-11
5.910000000000e+02,2.398348776549e-12
5.920000000000e+02,1.831293044920e-11
5.930000000000e+02,1.098200302834e-11
5.940000000000e+02,3.427291066958e-12
5.950000000000e+02,1.556399763938e-11
5.960000000000e+02,1.894855404490e-12
5.970000000000e+02,1.105287042124e-11
5.980000000000e+02,5.627572600329e-12
5.990000000000e+02,2.897727031273e-12
6.000000000000e+02,1.034751003679e-11
6.010000000000e+02,7.166345743388e-13
6.020000000000e+02,5.953618944684e-12
6.030000000000e+02,3.517777581294e-12
6.040000000000e+02,2.232083456983e-12
6.050000000000e+02,5.320573397873e-12
6.060000000000e+02,2.032447051193e-13
6.070000000000e+02,4.183035580619e-12
6.080000000000e+02,2.364963166086e-12
6.090000000000e+02,1.309282933124e-12
6.100000000000e+02,3.231305857785e-12
6.110000000000e+02,4.421480445204e-13
6.120000000000e+02,2.645972110069e-12
6.130000000000e+02,1.317599099889e-12
6.140000000000e+02,7.686789574508e-13
6.150000000000e+02,2.135808800273e-12
6.160000000000e+02,3.963846507476e-13
6.170000000000e+02,1.746084701280e-12
6.180000000000e+02,8.709040995027e-13
6.190000000000e+02,6.253483976178e-13
6.200000000000e+02,1.504643180695e-12
6.210000000000e+02,2.140905629192e-13
6.220000000000e+02,8.771123730881e-13
6.230000000000e+02,6.056705114114e-13
6.240000000000e+02,3.289740111798e-13
6.250000000000e+02,7.525087706700e-13
6.260000000000e+02,1.238256927651e-13
6.270000000000e+02,5.071704572872e-13
6.280000000000e+02,3.873283912612e-13
6.290000000000e+02,1.238981176763e-13
6.300000000000e+02,4.248266736259e-13
6.310000000000e+02,1.271343598995e-13
6.320000000000e+02,2.429203195757e-13
6.330000000000e+02,2.499037878018e-13
6.340000000000e+02,4.284568293620e-14
6.350000000000e+02,2.401359591273e-13
6.360000000000e+02,8.936487891116e-14
6.370000000000e+02,9.020097935401e-14
6.380000000000e+02,1.494466609842e-13
6.390000000000e+02,3.223461694526e-14
6.400000000000e+02,1.657136836070e-13
6.410000000000e+02,6.676243066894e-14
6.420000000000e+02,4.433581346640e-14
6.430000000000e+02,1.375124517482e-13
6.440000000000e+02,1.916794591352e-14
6.450000000000e+02,5.688845824997e-14
6.460000000000e+02,6.530293165287e-14
6.470000000000e+02,8.816408066419e-15
6.480000000000e+02,4.694781279537e-14
6.490000000000e+02,1.388061603149e-14
6.500000000000e+02,1.570192379609e-14
6.510000000000e+02,3.276414119269e-14
6.520000000000e+02,1.957910730453e-15
6.530000000000e+02,3.833332173955e-14
6.540000000000e+02,3.098042655148e-14
6.550000000000e+02,2.791841747852e-15
6.560000000000e+02,4.080443351224e-14
6.570000000000e+02,2.289623928747e-14
6.580000000000e+02,4.841626082311e-15
6.590000000000e+02,4.158955694890e-14
6.600000000000e+02,1.975159646853e-14
6.610000000000e+02,4.610979413931e-15
6.620000000000e+02,3.923529006333e-14
6.630000000000e+02,1.583600768142e-14
6.640000000000e+02,4.462820779850e-15
6.650000000000e+02,3.096434612121e-14
6.660000000000e+02,1.353737652144e-14
6.670000000000e+02,5.428132148589e-15
6.680000000000e+02,3.049666889261e-14
6.690000000000e+02,1.300731978629e-14
6.700000000000e+02,3.945248490805e-15
6.710000000000e+02,2.827924819673e-14
6.720000000000e+02,1.253996316467e-14
6.730000000000e+02,3.453585005536e-15
6.740000000000e+02,2.735211005863e-14
6.750000000000e+02,1.469829841042e-14
6.760000000000e+02,2.469758429847e-15
6.770000000000e+02,2.835437811920e-14
6.780000000000e+02,1.658536412230e-14
6.790000000000e+02,1.505976024904e-15
6.800000000000e+02,2.632455434570e-14
6.810000000000e+02,1.768383353813e-14
6.820000000000e+02,1.275703586241e-15
6.830000000000e+02,2.753829814290e-14
6.840000000000e+02,2.101410949463e-14
6.850000000000e+02,5.974242942740e-16
6.860000000000e+02,2.941130232259e-14
6.870000000000e+02,2.495141424109e-14
6.880000000000e+02,2.980172299686e-16
6.890000000000e+02,3.054668428369e-14
6.900000000000e+02,2.826232894926e-14
6.910000000000e+02,2.469496567705e-16
6.920000000000e+02,3.487462257096e-14
6.930000000000e+02,3.223113227982e-14
6.940000000000e+02,1.398209290715e-16
6.950000000000e+02,3.846218893068e-14
6.960000000000e+02,3.631114224260e-14
6.970000000000e+02,1.573853401153e-16
6.980000000000e+02,4.148824936541e-14
