time_ps,raw_memory_ps2,fitted_memory_ps2
1.294000000000e+00,-7.217064785042e-02,-7.216904602385e-02
1.295000000000e+00,-7.230458810207e-02,-7.230285469781e-02
1.296000000000e+00,-7.243469508389e-02,-7.243358491676e-02
1.297000000000e+00,-7.256303704036e-02,-7.256156925153e-02
1.298000000000e+00,-7.268829235331e-02,-7.268673536476e-02
1.299000000000e+00,-7.281037738063e-02,-7.280891300292e-02
1.300000000000e+00,-7.292948558937e-02,-7.292814745289e-02
1.301000000000e+00,-7.304631405252e-02,-7.304427467353e-02
1.302000000000e+00,-7.315855842480e-02,-7.315691814711e-02
1.303000000000e+00,-7.326764300746e-02,-7.326618312451e-02
1.304000000000e+00,-7.337401349275e-02,-7.337227194849e-02
1.305000000000e+00,-7.347662313049e-02,-7.347513877512e-02
1.306000000000e+00,-7.357660352455e-02,-7.357471354039e-02
1.307000000000e+00,-7.367241763988e-02,-7.367089467679e-02
1.308000000000e+00,-7.376551877920e-02,-7.376367404064e-02
1.309000000000e+00,-7.385482078729e-02,-7.385285960516e-02
1.310000000000e+00,-7.394012313001e-02,-7.393828440184e-02
1.311000000000e+00,-7.402164871034e-02,-7.402014451485e-02
1.312000000000e+00,-7.410036791345e-02,-7.409875710419e-02
1.313000000000e+00,-7.417575302494e-02,-7.417421590583e-02
1.314000000000e+00,-7.424823177610e-02,-7.424643785946e-02
1.315000000000e+00,-7.431691043446e-02,-7.431528408121e-02
1.316000000000e+00,-7.438253832015e-02,-7.438067146812e-02
1.317000000000e+00,-7.444430838926e-02,-7.444246832203e-02
1.318000000000e+00,-7.450233632204e-02,-7.450067043812e-02
1.319000000000e+00,-7.455717513848e-02,-7.455542553809e-02
1.320000000000e+00,-7.460821624116e-02,-7.460696955170e-02
1.321000000000e+00,-7.465717079072e-02,-7.465550858476e-02
1.322000000000e+00,-7.470279911387e-02,-7.470068062676e-02
1.323000000000e+00,-7.474396808596e-02,-7.474196852468e-02
1.324000000000e+00,-7.478099605378e-02,-7.477942861030e-02
1.325000000000e+00,-7.481525151107e-02,-7.481334345161e-02
1.326000000000e+00,-7.484539282782e-02,-7.484373456937e-02
1.327000000000e+00,-7.487238738525e-02,-7.487063022315e-02
1.328000000000e+00,-7.489589753087e-02,-7.489395479569e-02
1.329000000000e+00,-7.491541390517e-02,-7.491356056873e-02
1.330000000000e+00,-7.493114390906e-02,-7.492956639557e-02
1.331000000000e+00,-7.494386128320e-02,-7.494225418328e-02
1.332000000000e+00,-7.495327019408e-02,-7.495176727263e-02
1.333000000000e+00,-7.495991850781e-02,-7.495807371979e-02
1.334000000000e+00,-7.496235777528e-02,-7.496125005184e-02
1.335000000000e+00,-7.496308172532e-02,-7.496166481854e-02
1.336000000000e+00,-7.496079653754e-02,-7.495936286967e-02
1.337000000000e+00,-7.495568015604e-02,-7.495418134429e-02
1.338000000000e+00,-7.494757552939e-02,-7.494602648972e-02
1.339000000000e+00,-7.493618463660e-02,-7.493495054979e-02
1.340000000000e+00,-7.492268434752e-02,-7.492099000540e-02
1.341000000000e+00,-7.490558399219e-02,-7.490385040492e-02
1.342000000000e+00,-7.488503218630e-02,-7.488328536709e-02
1.343000000000e+00,-7.486093624759e-02,-7.485928532673e-02
1.344000000000e+00,-7.483358948295e-02,-7.483196393451e-02
1.345000000000e+00,-7.480283179323e-02,-7.480160281436e-02
1.346000000000e+00,-7.476963726192e-02,-7.476875010175e-02
1.347000000000e+00,-7.473483667487e-02,-7.473388040168e-02
1.348000000000e+00,-7.469809323096e-02,-7.469705457631e-02
1.349000000000e+00,-7.465944133274e-02,-7.465797661889e-02
1.350000000000e+00,-7.461761749300e-02,-7.461628688624e-02
1.351000000000e+00,-7.457309154256e-02,-7.457203966661e-02
1.352000000000e+00,-7.452652971601e-02,-7.452560560055e-02
1.353000000000e+00,-7.447810150627e-02,-7.447727685917e-02
1.354000000000e+00,-7.442823094271e-02,-7.442700737497e-02
1.355000000000e+00,-7.437590244955e-02,-7.437432476687e-02
1.356000000000e+00,-7.432013939012e-02,-7.431887725205e-02
1.357000000000e+00,-7.426190549764e-02,-7.426086707428e-02
1.358000000000e+00,-7.420173374013e-02,-7.420062785235e-02
1.359000000000e+00,-7.413909884449e-02,-7.413837829314e-02
1.360000000000e+00,-7.407551511307e-02,-7.407415607161e-02
1.361000000000e+00,-7.400876261183e-02,-7.400773053005e-02
1.362000000000e+00,-7.393998653366e-02,-7.393926683899e-02
1.363000000000e+00,-7.386988011114e-02,-7.386919053740e-02
1.364000000000e+00,-7.379842185291e-02,-7.379764471024e-02
1.365000000000e+00,-7.372549582983e-02,-7.372446299003e-02
1.366000000000e+00,-7.365030481102e-02,-7.364947905044e-02
1.367000000000e+00,-7.357346818714e-02,-7.357285775609e-02
1.368000000000e+00,-7.349552179339e-02,-7.349487054165e-02
1.369000000000e+00,-7.341621239879e-02,-7.341564674779e-02
1.370000000000e+00,-7.333574265019e-02,-7.333534693630e-02
1.371000000000e+00,-7.325447710823e-02,-7.325419780039e-02
1.372000000000e+00,-7.317293698095e-02,-7.317215582531e-02
1.373000000000e+00,-7.308953924995e-02,-7.308888287777e-02
1.374000000000e+00,-7.300491851354e-02,-7.300427804425e-02
1.375000000000e+00,-7.291887307159e-02,-7.291852714078e-02
1.376000000000e+00,-7.283233960047e-02,-7.283185426514e-02
1.377000000000e+00,-7.274472767788e-02,-7.274432902838e-02
1.378000000000e+00,-7.265625837330e-02,-7.265608091988e-02
1.379000000000e+00,-7.256758494915e-02,-7.256729336795e-02
1.380000000000e+00,-7.247826054481e-02,-7.247797606289e-02
1.381000000000e+00,-7.238839140793e-02,-7.238809040673e-02
1.382000000000e+00,-7.229784316521e-02,-7.229767919761e-02
1.383000000000e+00,-7.220707157052e-02,-7.220675920092e-02
1.384000000000e+00,-7.211587727879e-02,-7.211501292200e-02
1.385000000000e+00,-7.202248884158e-02,-7.202205563491e-02
1.386000000000e+00,-7.192864436289e-02,-7.192788352497e-02
1.387000000000e+00,-7.183278749525e-02,-7.183271285765e-02
1.388000000000e+00,-7.173710357109e-02,-7.173704341022e-02
1.389000000000e+00,-7.164132843265e-02,-7.164114794910e-02
1.390000000000e+00,-7.154512453414e-02,-7.154495922663e-02
1.391000000000e+00,-7.144866849302e-02,-7.144837064603e-02
1.392000000000e+00,-7.135151568664e-02,-7.135132202348e-02
1.393000000000e+00,-7.125393917101e-02,-7.125395156540e-02
1.394000000000e+00,-7.115644823604e-02,-7.115659271152e-02
1.395000000000e+00,-7.105897515246e-02,-7.105970522862e-02
1.396000000000e+00,-7.096370997432e-02,-7.096333136489e-02
1.397000000000e+00,-7.086744841164e-02,-7.086650131191e-02
1.398000000000e+00,-7.076872765186e-02,-7.076862857494e-02
1.399000000000e+00,-7.066988837732e-02,-7.067047960294e-02
1.400000000000e+00,-7.057267303999e-02,-7.057292450565e-02
1.401000000000e+00,-7.047570096748e-02,-7.047612045786e-02
1.402000000000e+00,-7.037959740193e-02,-7.038007897698e-02
1.403000000000e+00,-7.028483775580e-02,-7.028451894538e-02
1.404000000000e+00,-7.018915945210e-02,-7.018869296006e-02
1.405000000000e+00,-7.009230670407e-02,-7.009236264785e-02
1.406000000000e+00,-6.999552089076e-02,-6.999614999270e-02
1.407000000000e+00,-6.990048352801e-02,-6.990059168287e-02
1.408000000000e+00,-6.980530196390e-02,-6.980561105685e-02
1.409000000000e+00,-6.971086383324e-02,-6.971115675915e-02
1.410000000000e+00,-6.961701329304e-02,-6.961725309589e-02
1.411000000000e+00,-6.952366222617e-02,-6.952385075089e-02
1.412000000000e+00,-6.943048302235e-02,-6.943105916624e-02
1.413000000000e+00,-6.933867734739e-02,-6.933913642259e-02
1.414000000000e+00,-6.924786154720e-02,-6.924804466286e-02
1.415000000000e+00,-6.915713162937e-02,-6.915768329825e-02
1.416000000000e+00,-6.906758546159e-02,-6.906835721805e-02
1.417000000000e+00,-6.897967867305e-02,-6.898042542333e-02
1.418000000000e+00,-6.889323040445e-02,-6.889398624199e-02
1.419000000000e+00,-6.880838855004e-02,-6.880891338177e-02
1.420000000000e+00,-6.872466549832e-02,-6.872482019127e-02
1.421000000000e+00,-6.864104526066e-02,-6.864132399771e-02
1.422000000000e+00,-6.855795466253e-02,-6.855845656553e-02
1.423000000000e+00,-6.847595651512e-02,-6.847647761255e-02
1.424000000000e+00,-6.839498788936e-02,-6.839555237118e-02
1.425000000000e+00,-6.831508911887e-02,-6.831585132296e-02
1.426000000000e+00,-6.823667503218e-02,-6.823764795124e-02
1.427000000000e+00,-6.816060428813e-02,-6.816095081199e-02
1.428000000000e+00,-6.808474298199e-02,-6.808550267421e-02
1.429000000000e+00,-6.801055424240e-02,-6.801143093144e-02
1.430000000000e+00,-6.793828795484e-02,-6.793883305963e-02
1.431000000000e+00,-6.786711827640e-02,-6.786735420295e-02
1.432000000000e+00,-6.779608209241e-02,-6.779669662854e-02
1.433000000000e+00,-6.772681998812e-02,-6.772670484762e-02
1.434000000000e+00,-6.765679566918e-02,-6.765706230223e-02
1.435000000000e+00,-6.758750094053e-02,-6.758778942448e-02
1.436000000000e+00,-6.751883556664e-02,-6.751897192769e-02
1.437000000000e+00,-6.745044415922e-02,-6.745045111562e-02
1.438000000000e+00,-6.738190973624e-02,-6.738217083878e-02
1.439000000000e+00,-6.731389662947e-02,-6.731442802590e-02
1.440000000000e+00,-6.724704594859e-02,-6.724757077058e-02
1.441000000000e+00,-6.718137909954e-02,-6.718157829047e-02
1.442000000000e+00,-6.711598402639e-02,-6.711620256883e-02
1.443000000000e+00,-6.705074274970e-02,-6.705159094318e-02
1.444000000000e+00,-6.698764050713e-02,-6.698811360048e-02
1.445000000000e+00,-6.692546863464e-02,-6.692550769993e-02
1.446000000000e+00,-6.686332160129e-02,-6.686312685322e-02
1.447000000000e+00,-6.680052451174e-02,-6.680075889559e-02
1.448000000000e+00,-6.673814693773e-02,-6.673890436024e-02
1.449000000000e+00,-6.667765994682e-02,-6.667811257783e-02
1.450000000000e+00,-6.661777611868e-02,-6.661851624821e-02
1.451000000000e+00,-6.655956262097e-02,-6.656021091393e-02
1.452000000000e+00,-6.650260792217e-02,-6.650321539736e-02
1.453000000000e+00,-6.644684152622e-02,-6.644744049050e-02
1.454000000000e+00,-6.639244031459e-02,-6.639270264982e-02
1.455000000000e+00,-6.633827291672e-02,-6.633880179945e-02
1.456000000000e+00,-6.628542078680e-02,-6.628570663151e-02
1.457000000000e+00,-6.623296398968e-02,-6.623336999077e-02
1.458000000000e+00,-6.618133643159e-02,-6.618187050169e-02
1.459000000000e+00,-6.613074908527e-02,-6.613143670969e-02
1.460000000000e+00,-6.608169379741e-02,-6.608218569737e-02
1.461000000000e+00,-6.603351294590e-02,-6.603401033029e-02
1.462000000000e+00,-6.598642820212e-02,-6.598673198869e-02
1.463000000000e+00,-6.593986935866e-02,-6.594015772856e-02
1.464000000000e+00,-6.589386597956e-02,-6.589415750112e-02
1.465000000000e+00,-6.584866599141e-02,-6.584853174495e-02
1.466000000000e+00,-6.580279119731e-02,-6.580309882443e-02
1.467000000000e+00,-6.575779408303e-02,-6.575796715875e-02
1.468000000000e+00,-6.571329427665e-02,-6.571294573884e-02
1.469000000000e+00,-6.566790723264e-02,-6.566743977471e-02
1.470000000000e+00,-6.562168547741e-02,-6.562104231659e-02
1.471000000000e+00,-6.557362440146e-02,-6.557397117522e-02
1.472000000000e+00,-6.552689374602e-02,-6.552688254943e-02
1.473000000000e+00,-6.547988182469e-02,-6.547999051222e-02
1.474000000000e+00,-6.543304807244e-02,-6.543331984201e-02
1.475000000000e+00,-6.538720050330e-02,-6.538661748890e-02
1.476000000000e+00,-6.533998400977e-02,-6.533896715545e-02
1.477000000000e+00,-6.529059297125e-02,-6.528961281688e-02
1.478000000000e+00,-6.523893972151e-02,-6.523866409533e-02
1.479000000000e+00,-6.518715415003e-02,-6.518661711416e-02
1.480000000000e+00,-6.513437810125e-02,-6.513334357129e-02
1.481000000000e+00,-6.507923548440e-02,-6.507836956359e-02
1.482000000000e+00,-6.502250788079e-02,-6.502157533833e-02
1.483000000000e+00,-6.496373422557e-02,-6.496312704330e-02
1.484000000000e+00,-6.490380677255e-02,-6.490342809671e-02
1.485000000000e+00,-6.484308678637e-02,-6.484291087071e-02
1.486000000000e+00,-6.478239627773e-02,-6.478158822550e-02
1.487000000000e+00,-6.471974036715e-02,-6.471904190206e-02
1.488000000000e+00,-6.465573911316e-02,-6.465509659952e-02
1.489000000000e+00,-6.459051504758e-02,-6.458978292996e-02
1.490000000000e+00,-6.452374557888e-02,-6.452300900509e-02
1.491000000000e+00,-6.445589306090e-02,-6.445439396157e-02
1.492000000000e+00,-6.438435506749e-02,-6.438357909395e-02
1.493000000000e+00,-6.431163688324e-02,-6.431087410107e-02
1.494000000000e+00,-6.423729074806e-02,-6.423662574963e-02
1.495000000000e+00,-6.416190673425e-02,-6.416072374049e-02
1.496000000000e+00,-6.408386122117e-02,-6.408279651884e-02
1.497000000000e+00,-6.400373082474e-02,-6.400274387132e-02
1.498000000000e+00,-6.392164490860e-02,-6.392064812680e-02
1.499000000000e+00,-6.383770409837e-02,-6.383644533014e-02
1.500000000000e+00,-6.375088200855e-02,-6.375014463449e-02
1.501000000000e+00,-6.366284779367e-02,-6.366203166904e-02
1.502000000000e+00,-6.357338570633e-02,-6.357202286822e-02
1.503000000000e+00,-6.348082042670e-02,-6.347976968131e-02
1.504000000000e+00,-6.338617734975e-02,-6.338537860299e-02
1.505000000000e+00,-6.329032472621e-02,-6.328891266313e-02
1.506000000000e+00,-6.319131614616e-02,-6.319003718126e-02
1.507000000000e+00,-6.308959826064e-02,-6.308880311239e-02
1.508000000000e+00,-6.298670620129e-02,-6.298556970907e-02
1.509000000000e+00,-6.288094176381e-02,-6.288066082008e-02
1.510000000000e+00,-6.277523793887e-02,-6.277445996018e-02
1.511000000000e+00,-6.266791655936e-02,-6.266673100533e-02
1.512000000000e+00,-6.255783863759e-02,-6.255708215570e-02
1.513000000000e+00,-6.244670091589e-02,-6.244540907389e-02
1.514000000000e+00,-6.233282777411e-02,-6.233137676102e-02
1.515000000000e+00,-6.221557720906e-02,-6.221502979156e-02
1.516000000000e+00,-6.209776149912e-02,-6.209698515652e-02
1.517000000000e+00,-6.197823511744e-02,-6.197743349413e-02
1.518000000000e+00,-6.185730384777e-02,-6.185614698570e-02
1.519000000000e+00,-6.173358620745e-02,-6.173305835383e-02
1.520000000000e+00,-6.160929690667e-02,-6.160844331184e-02
1.521000000000e+00,-6.148287220807e-02,-6.148252708274e-02
1.522000000000e+00,-6.135612047173e-02,-6.135559664053e-02
1.523000000000e+00,-6.122794078691e-02,-6.122793972673e-02
1.524000000000e+00,-6.110029683297e-02,-6.109968025403e-02
1.525000000000e+00,-6.097109847384e-02,-6.097049668463e-02
1.526000000000e+00,-6.084078028401e-02,-6.084015213435e-02
1.527000000000e+00,-6.070887298108e-02,-6.070891993797e-02
1.528000000000e+00,-6.057741612584e-02,-6.057731467748e-02
1.529000000000e+00,-6.044589922754e-02,-6.044526058083e-02
1.530000000000e+00,-6.031291315594e-02,-6.031221815767e-02
1.531000000000e+00,-6.017832545567e-02,-6.017803057030e-02
1.532000000000e+00,-6.004358879593e-02,-6.004279843649e-02
1.533000000000e+00,-5.990678247953e-02,-5.990654093142e-02
1.534000000000e+00,-5.976964017653e-02,-5.976967680196e-02
1.535000000000e+00,-5.963270190481e-02,-5.963265785885e-02
1.536000000000e+00,-5.949569173917e-02,-5.949550713149e-02
1.537000000000e+00,-5.935825969322e-02,-5.935811034084e-02
1.538000000000e+00,-5.922031946032e-02,-5.922064657526e-02
1.539000000000e+00,-5.908336909584e-02,-5.908346753731e-02
1.540000000000e+00,-5.894637302949e-02,-5.894669722778e-02
1.541000000000e+00,-5.881023401805e-02,-5.881037075206e-02
1.542000000000e+00,-5.867422607151e-02,-5.867446552829e-02
1.543000000000e+00,-5.853871314688e-02,-5.853899802252e-02
1.544000000000e+00,-5.840398398596e-02,-5.840386777933e-02
1.545000000000e+00,-5.826870314573e-02,-5.826882930487e-02
1.546000000000e+00,-5.813400299825e-02,-5.813375868954e-02
1.547000000000e+00,-5.799839712500e-02,-5.799870840198e-02
1.548000000000e+00,-5.786344772473e-02,-5.786422323174e-02
1.549000000000e+00,-5.773049708215e-02,-5.773071760109e-02
1.550000000000e+00,-5.759766848148e-02,-5.759798399637e-02
1.551000000000e+00,-5.746552979154e-02,-5.746592114024e-02
1.552000000000e+00,-5.733399066221e-02,-5.733479781321e-02
1.553000000000e+00,-5.720443236030e-02,-5.720480912918e-02
1.554000000000e+00,-5.707562161655e-02,-5.707557602856e-02
1.555000000000e+00,-5.694638082849e-02,-5.694670883897e-02
1.556000000000e+00,-5.681792522547e-02,-5.681841676964e-02
1.557000000000e+00,-5.669038036130e-02,-5.669112265944e-02
1.558000000000e+00,-5.656455822854e-02,-5.656507770174e-02
1.559000000000e+00,-5.643941598014e-02,-5.644046266627e-02
1.560000000000e+00,-5.631663194934e-02,-5.631768050853e-02
1.561000000000e+00,-5.619581330232e-02,-5.619702497720e-02
1.562000000000e+00,-5.607779177860e-02,-5.607836669037e-02
1.563000000000e+00,-5.596059095208e-02,-5.596117194152e-02
1.564000000000e+00,-5.584482656797e-02,-5.584496489305e-02
1.565000000000e+00,-5.572878644791e-02,-5.572962243056e-02
1.566000000000e+00,-5.561497854336e-02,-5.561536263622e-02
1.567000000000e+00,-5.550164159299e-02,-5.550221866262e-02
1.568000000000e+00,-5.538922528257e-02,-5.539054655129e-02
1.569000000000e+00,-5.527980691504e-02,-5.528104185208e-02
1.570000000000e+00,-5.517295567595e-02,-5.517382754875e-02
1.571000000000e+00,-5.506765506474e-02,-5.506865915077e-02
1.572000000000e+00,-5.496415191132e-02,-5.496571326389e-02
1.573000000000e+00,-5.486432871583e-02,-5.486527120048e-02
1.574000000000e+00,-5.476588281706e-02,-5.476725937240e-02
1.575000000000e+00,-5.467037116198e-02,-5.467188241744e-02
1.576000000000e+00,-5.457782480298e-02,-5.457956987630e-02
1.577000000000e+00,-5.448875232826e-02,-5.449070285457e-02
1.578000000000e+00,-5.440390844587e-02,-5.440538501532e-02
1.579000000000e+00,-5.432156139489e-02,-5.432353378633e-02
1.580000000000e+00,-5.424340493784e-02,-5.424541770071e-02
1.581000000000e+00,-5.416914825183e-02,-5.417134147956e-02
1.582000000000e+00,-5.409970491536e-02,-5.410118053945e-02
1.583000000000e+00,-5.403276076575e-02,-5.403446289303e-02
1.584000000000e+00,-5.396943938914e-02,-5.397105377967e-02
1.585000000000e+00,-5.390893749403e-02,-5.391133582852e-02
1.586000000000e+00,-5.385353166468e-02,-5.385607320360e-02
1.587000000000e+00,-5.380326133108e-02,-5.380575620878e-02
1.588000000000e+00,-5.375793132656e-02,-5.376048307718e-02
1.589000000000e+00,-5.371771584393e-02,-5.372033539441e-02
1.590000000000e+00,-5.368264204391e-02,-5.368552546348e-02
1.591000000000e+00,-5.365349761917e-02,-5.365630805867e-02
1.592000000000e+00,-5.362983381891e-02,-5.363281920561e-02
1.593000000000e+00,-5.361235803776e-02,-5.361508061511e-02
1.594000000000e+00,-5.360009850917e-02,-5.360300790267e-02
1.595000000000e+00,-5.359388239752e-02,-5.359655250218e-02
1.596000000000e+00,-5.359275293530e-02,-5.359569518277e-02
1.597000000000e+00,-5.359770858945e-02,-5.360046303409e-02
1.598000000000e+00,-5.360831458464e-02,-5.361057516087e-02
1.599000000000e+00,-5.362308468815e-02,-5.362558260127e-02
1.600000000000e+00,-5.364326803950e-02,-5.364519287698e-02
1.601000000000e+00,-5.366685699041e-02,-5.366923157982e-02
1.602000000000e+00,-5.369502605165e-02,-5.369823913085e-02
1.603000000000e+00,-5.373016086063e-02,-5.373299820503e-02
1.604000000000e+00,-5.377073755367e-02,-5.377356397976e-02
1.605000000000e+00,-5.381722505184e-02,-5.381952389335e-02
1.606000000000e+00,-5.386808792701e-02,-5.387033366247e-02
1.607000000000e+00,-5.392347004099e-02,-5.392569044618e-02
1.608000000000e+00,-5.398315027584e-02,-5.398570655861e-02
1.609000000000e+00,-5.404787166831e-02,-5.405087795365e-02
1.610000000000e+00,-5.411898098822e-02,-5.412153208922e-02
1.611000000000e+00,-5.419521488624e-02,-5.419716904420e-02
1.612000000000e+00,-5.427533426786e-02,-5.427686598733e-02
1.613000000000e+00,-5.435802821292e-02,-5.436027571630e-02
1.614000000000e+00,-5.444546310227e-02,-5.444788079834e-02
1.615000000000e+00,-5.453801085266e-02,-5.453987858488e-02
1.616000000000e+00,-5.463422489775e-02,-5.463568358346e-02
1.617000000000e+00,-5.473318034766e-02,-5.473467024199e-02
1.618000000000e+00,-5.483514123615e-02,-5.483661693638e-02
1.619000000000e+00,-5.494016310001e-02,-5.494131765357e-02
1.620000000000e+00,-5.504763412689e-02,-5.504818967801e-02
1.621000000000e+00,-5.515585759215e-02,-5.515664172790e-02
1.622000000000e+00,-5.526569728363e-02,-5.526663938343e-02
1.623000000000e+00,-5.537760407350e-02,-5.537828368322e-02
1.624000000000e+00,-5.549072320495e-02,-5.549140392342e-02
1.625000000000e+00,-5.560538881634e-02,-5.560568026084e-02
1.626000000000e+00,-5.572053843790e-02,-5.572063317979e-02
1.627000000000e+00,-5.583588202659e-02,-5.583575713502e-02
1.628000000000e+00,-5.595111827364e-02,-5.595046230489e-02
1.629000000000e+00,-5.606489836476e-02,-5.606402914097e-02
1.630000000000e+00,-5.617693170465e-02,-5.617590270471e-02
1.631000000000e+00,-5.628692089384e-02,-5.628571239860e-02
1.632000000000e+00,-5.639445701536e-02,-5.639318932140e-02
1.633000000000e+00,-5.649930889453e-02,-5.649826280228e-02
1.634000000000e+00,-5.660242774274e-02,-5.660081444324e-02
1.635000000000e+00,-5.670212483461e-02,-5.670036472806e-02
1.636000000000e+00,-5.679816282277e-02,-5.679662119057e-02
1.637000000000e+00,-5.689120252648e-02,-5.688969699270e-02
1.638000000000e+00,-5.698127557157e-02,-5.697966854037e-02
1.639000000000e+00,-5.706815721763e-02,-5.706636451154e-02
1.640000000000e+00,-5.715152423767e-02,-5.714945323253e-02
1.641000000000e+00,-5.723039859487e-02,-5.722876402888e-02
1.642000000000e+00,-5.730648274858e-02,-5.730423558042e-02
1.643000000000e+00,-5.737795042307e-02,-5.737532416448e-02
1.644000000000e+00,-5.744394276685e-02,-5.744148723803e-02
1.645000000000e+00,-5.750510601568e-02,-5.750263620186e-02
1.646000000000e+00,-5.756149876530e-02,-5.755862429034e-02
1.647000000000e+00,-5.761197262371e-02,-5.760907043363e-02
1.648000000000e+00,-5.765661786171e-02,-5.765379717084e-02
1.649000000000e+00,-5.769558178211e-02,-5.769287102604e-02
1.650000000000e+00,-5.772942571086e-02,-5.772618913515e-02
1.651000000000e+00,-5.775643979819e-02,-5.775346574885e-02
1.652000000000e+00,-5.777751788256e-02,-5.777479762344e-02
1.653000000000e+00,-5.779342891855e-02,-5.779037072038e-02
1.654000000000e+00,-5.780290977302e-02,-5.780013067101e-02
1.655000000000e+00,-5.780713906662e-02,-5.780402800271e-02
1.656000000000e+00,-5.780490635485e-02,-5.780193249466e-02
1.657000000000e+00,-5.779688106229e-02,-5.779375796455e-02
1.658000000000e+00,-5.778248236345e-02,-5.777951338932e-02
1.659000000000e+00,-5.776201970093e-02,-5.775948393845e-02
1.660000000000e+00,-5.773670658144e-02,-5.773403482911e-02
1.661000000000e+00,-5.770629000325e-02,-5.770292499220e-02
1.662000000000e+00,-5.766880525228e-02,-5.766552734145e-02
1.663000000000e+00,-5.762469747253e-02,-5.762175467169e-02
1.664000000000e+00,-5.757470232038e-02,-5.757203779185e-02
1.665000000000e+00,-5.751970342041e-02,-5.751665386820e-02
1.666000000000e+00,-5.745808189636e-02,-5.745574141209e-02
1.667000000000e+00,-5.739216533365e-02,-5.738970447176e-02
1.668000000000e+00,-5.732139317131e-02,-5.731856895732e-02
1.669000000000e+00,-5.724491920862e-02,-5.724192656752e-02
1.670000000000e+00,-5.716212397080e-02,-5.715973117395e-02
1.671000000000e+00,-5.707479908900e-02,-5.707244978690e-02
1.672000000000e+00,-5.698283806822e-02,-5.698030931807e-02
1.673000000000e+00,-5.688584601864e-02,-5.688312712658e-02
1.674000000000e+00,-5.678312175024e-02,-5.678083302570e-02
1.675000000000e+00,-5.667618198403e-02,-5.667358214553e-02
1.676000000000e+00,-5.656378049407e-02,-5.656143163375e-02
1.677000000000e+00,-5.644662459959e-02,-5.644467938304e-02
1.678000000000e+00,-5.632576152203e-02,-5.632372103669e-02
1.679000000000e+00,-5.620108566501e-02,-5.619837686610e-02
1.680000000000e+00,-5.607048136918e-02,-5.606824271304e-02
1.681000000000e+00,-5.593554928060e-02,-5.593351018366e-02
1.682000000000e+00,-5.579667398356e-02,-5.579447473869e-02
1.683000000000e+00,-5.565337649950e-02,-5.565105542959e-02
1.684000000000e+00,-5.550536483126e-02,-5.550308823490e-02
1.685000000000e+00,-5.535286122400e-02,-5.535054297446e-02
1.686000000000e+00,-5.519554282006e-02,-5.519356447668e-02
1.687000000000e+00,-5.503441642986e-02,-5.503246156079e-02
1.688000000000e+00,-5.486937467474e-02,-5.486744929210e-02
1.689000000000e+00,-5.470036435987e-02,-5.469874036096e-02
1.690000000000e+00,-5.452816132050e-02,-5.452669214680e-02
1.691000000000e+00,-5.435318586386e-02,-5.435151026852e-02
1.692000000000e+00,-5.417461762780e-02,-5.417317746452e-02
1.693000000000e+00,-5.399357604552e-02,-5.399149942979e-02
1.694000000000e+00,-5.380814887658e-02,-5.380598443844e-02
1.695000000000e+00,-5.361805822748e-02,-5.361658138480e-02
1.696000000000e+00,-5.342540249548e-02,-5.342377086638e-02
1.697000000000e+00,-5.322940504649e-02,-5.322771109228e-02
1.698000000000e+00,-5.303002226869e-02,-5.302830405277e-02
1.699000000000e+00,-5.282709089875e-02,-5.282558021686e-02
1.700000000000e+00,-5.262129866097e-02,-5.261962372132e-02
1.701000000000e+00,-5.241218546549e-02,-5.241025392506e-02
1.702000000000e+00,-5.219913829923e-02,-5.219716418886e-02
1.703000000000e+00,-5.198194288211e-02,-5.198035914631e-02
1.704000000000e+00,-5.176186945610e-02,-5.176005276663e-02
1.705000000000e+00,-5.153803976345e-02,-5.153624712024e-02
1.706000000000e+00,-5.131049497464e-02,-5.130898764285e-02
1.707000000000e+00,-5.108027373243e-02,-5.107834754019e-02
1.708000000000e+00,-5.084584992062e-02,-5.084422001703e-02
1.709000000000e+00,-5.060838071894e-02,-5.060666090587e-02
1.710000000000e+00,-5.036727288629e-02,-5.036585574172e-02
1.711000000000e+00,-5.012349364090e-02,-5.012206640352e-02
1.712000000000e+00,-4.987670798097e-02,-4.987551326206e-02
1.713000000000e+00,-4.962787402950e-02,-4.962617082825e-02
1.714000000000e+00,-4.937542242343e-02,-4.937368857837e-02
1.715000000000e+00,-4.911930826514e-02,-4.911800733248e-02
1.716000000000e+00,-4.886084775988e-02,-4.885943908151e-02
1.717000000000e+00,-4.859944201716e-02,-4.859815288830e-02
1.718000000000e+00,-4.833553720377e-02,-4.833422912830e-02
1.719000000000e+00,-4.806891761935e-02,-4.806778135942e-02
1.720000000000e+00,-4.780014314995e-02,-4.779891967633e-02
1.721000000000e+00,-4.752890155041e-02,-4.752759542886e-02
1.722000000000e+00,-4.725510606530e-02,-4.725361025696e-02
1.723000000000e+00,-4.697819332298e-02,-4.697678006507e-02
1.724000000000e+00,-4.669853196101e-02,-4.669705608554e-02
1.725000000000e+00,-4.641586741398e-02,-4.641444130597e-02
1.726000000000e+00,-4.613032757446e-02,-4.612902180166e-02
1.727000000000e+00,-4.584216600019e-02,-4.584098545031e-02
1.728000000000e+00,-4.555174377182e-02,-4.555045665199e-02
1.729000000000e+00,-4.525870168566e-02,-4.525739839733e-02
